"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YDR318W",174,188,212,200,177,153,158,185
"YDR319C",337,301,391,328,218,182,182,193
"YDR320C",502,449,502,346,275,302,382,305
"YDR320C-A",189,223,220,235,185,141,191,214
"YDR320W-B",5,2,6,6,4,9,6,4
"YDR321W",75,84,213,376,404,642,1199,1196
"YDR322W",829,770,501,347,302,333,275,246
"YDR322C-A",1691,1729,1402,1041,659,416,372,470
"YDR323C",185,204,256,173,150,141,167,142
"YDR324C",20,19,533,1223,1204,1608,1871,987
"YDR325W",169,142,235,497,486,600,673,584
"YDR326C",634,573,901,1384,982,1202,1335,1244
"YDR328C",1509,1530,1499,1207,902,817,980,809
"YDR329C",1465,1579,1050,487,322,302,373,404
"YDR330W",1326,1259,945,427,252,195,215,223
"YDR331W",195,210,264,288,265,310,385,354
"YDR332W",490,434,383,256,187,192,233,200
"YDR333C",573,532,683,563,541,507,663,552
"YDR334W",1164,945,858,942,653,692,708,842
"YDR335W",2118,2024,1928,2012,1425,1115,994,1136
"YDR336W",199,236,189,156,141,114,130,146
"YDR337W",695,693,410,329,282,225,244,246
"YDR338C",565,431,298,227,179,179,239,208
"YDR339C",117,153,302,503,379,418,459,310
"YDR340W",3,2,4,3,4,2,2,5
"YDR341C",281,274,634,1346,1631,2323,4198,3952
"YDR342C",72694,51506,17928,2138,460,214,432,2662
"YDR343C",62971,43668,14910,1633,397,145,359,2020
"YDR344C",5,1,1,1,3,3,5,5
"YDR345C",3712,2677,881,151,116,166,369,452
"YDR346C",576,496,805,1559,1719,2082,2507,2004
"YDR347W",779,710,485,378,350,335,275,277
"YDR348C",441,403,509,591,557,616,652,557
"YDR349C",431,441,643,812,677,787,784,656
"YDR350C",727,662,734,589,371,301,267,290
"YDR351W",528,451,853,954,677,612,623,536
"YDR352W",126,128,202,281,264,293,322,293
"YDR353W",1145,1156,1335,1434,1330,1641,2254,2467
"YDR354W",244,247,265,298,318,398,509,487
"YDR356W",638,668,505,548,657,748,958,953
"YDR357C",414,465,406,344,258,223,197,224
"YDR358W",2216,2201,1290,577,295,180,161,291
"YDR359C",510,361,486,443,343,341,450,424
"YDR361C",43,44,159,426,538,708,940,542
"YDR362C",356,304,312,247,262,282,416,379
"YDR363W",508,490,603,391,226,228,186,179
"YDR363W-A",825,844,929,940,767,695,729,663
"YDR364C",191,162,357,333,280,290,375,269
"YDR365C",604,564,975,1900,1934,2583,3359,2051
"YDR365W-B",3275,3010,3013,2935,2872,3141,3693,3381
"YDR366C",13,12,10,8,10,8,8,9
"YDR367W",231,236,232,227,225,224,298,299
"YDR368W",1095,1022,1105,1014,790,767,757,648
"YDR369C",287,308,388,285,225,198,192,171
"YDR370C",145,149,243,308,225,220,311,239
"YDR371W",422,374,388,324,189,167,190,261
"YDR372C",477,504,869,1141,1106,1098,1345,1277
"YDR373W",372,422,463,613,580,554,556,497
"YDR374C",8,6,7,5,7,1,3,0
"YDR374W-A",94,73,71,89,68,79,91,57
"YDR375C",365,294,307,240,184,187,166,193
"YDR376W",608,571,448,455,368,319,390,344
"YDR377W",1229,1237,1127,1011,643,458,350,457
"YDR378C",156,162,171,211,232,253,348,319
"YDR379W",667,653,841,752,582,438,479,522
"YDR379C-A",404,431,454,204,118,59,38,49
"YDR380W",5371,5074,6066,3030,744,212,109,350
"YDR381W",1086,995,1329,1286,1389,1677,2200,2296
"YDR381C-A",523,447,318,195,103,112,118,148
"YDR382W",300,297,683,1491,2062,3158,6248,8216
"YDR383C",168,168,192,156,113,91,113,109
"YDR384C",785,853,716,136,119,221,466,361
"YDR385W",2042,1906,2679,5421,6510,9718,17435,18461
"YDR386W",261,239,261,266,261,242,266,283
"YDR387C",500,463,431,206,124,116,157,172
"YDR388W",2442,2428,2294,1675,1115,1094,1179,1194
"YDR389W",495,429,671,653,536,512,639,584
"YDR390C",513,489,546,611,617,722,922,749
"YDR391C",526,548,601,415,227,175,134,162
"YDR392W",439,435,385,271,220,224,263,267
"YDR393W",398,342,271,281,233,212,245,230
"YDR394W",1502,1431,1366,1232,924,848,912,798
"YDR395W",149,133,564,1596,1731,2131,2740,1704
"YDR396W",1,0,2,7,4,4,10,7
"YDR397C",316,348,418,390,299,327,379,340
"YDR398W",30,42,470,817,919,1308,1295,597
"YDR399W",296,350,1673,3260,2825,2447,1457,623
"YDR400W",116,110,145,227,289,419,479,350
"YDR401W",18,6,14,12,15,7,9,10
"YDR402C",18,21,21,19,9,8,8,14
"YDR403W",51,55,41,38,21,24,23,12
"YDR404C",653,544,459,476,429,450,498,494
"YDR405W",641,599,348,230,157,156,173,177
"YDR406W",1667,1388,751,317,184,154,194,326
"YDR406W-A",41,26,20,6,5,5,9,7
"YDR407C",393,377,563,1148,872,676,860,883
"YDR408C",677,665,739,967,923,918,648,235
"YDR409W",569,433,507,585,479,425,359,298
"YDR410C",51,73,114,195,189,185,181,185
"YDR411C",483,404,388,251,203,210,286,306
"YDR412W",39,52,234,470,508,595,780,429
"YDR413C",1,1,1,6,4,2,10,1
"YDR414C",43,29,102,178,181,190,244,188
"YDR415C",386,358,305,389,327,320,304,258
"YDR416W",329,305,375,484,407,373,446,347
"YDR417C",4,5,1,8,6,3,7,4
"YDR418W",145,148,535,1773,2509,3973,7863,9004
"YDR419W",225,210,279,303,267,257,288,243
"YDR420W",665,472,562,1104,811,850,878,709
"YDR421W",853,801,882,623,382,297,284,307
"YDR422C",712,598,575,497,368,396,455,430
"YDR423C",958,901,610,314,201,183,244,283
"YDR424C",339,367,319,235,199,170,221,214
"YDR425W",1190,1080,620,346,223,189,225,241
"YDR427W",1662,1738,1449,1374,1178,1153,1034,943
"YDR428C",147,158,155,158,176,230,265,174
"YDR429C",483,440,883,1437,1636,2042,2708,1922
"YDR430C",1410,1184,882,737,514,447,474,432
"YDR432W",541,555,717,792,695,753,865,619
"YDR433W",31,34,39,39,34,37,49,35
"YDR434W",570,570,673,731,627,635,781,715
"YDR435C",762,758,496,138,105,79,97,96
"YDR436W",1189,1091,641,265,145,118,144,146
"YDR437W",25,19,21,26,19,23,19,22
"YDR438W",143,113,109,132,110,119,130,105
"YDR439W",257,259,251,214,176,188,169,152
"YDR440W",135,113,157,235,239,297,440,379
"YDR441C",61,57,78,90,125,125,218,147
"YDR443C",646,564,539,415,339,327,351,366
"YDR444W",297,243,202,239,216,271,343,376
"YDR446W",1,1,2,7,1,3,2,6
"YDR447C",48,44,303,1095,1565,2371,4872,6068
"YDR448W",125,101,175,235,251,248,301,368
"YDR449C",3,10,297,492,492,729,681,359
"YDR450W",247,293,508,1424,1948,3035,5906,9000
"YDR451C",92,60,295,1008,586,485,574,589
"YDR452W",2888,2891,3028,3172,2634,2236,1985,2009
"YDR453C",1519,1461,1283,819,508,366,219,85
"YDR454C",223,213,264,355,432,620,1103,1496
"YDR456W",903,766,746,483,425,380,516,572
"YDR457W",2409,2301,1692,1543,1430,1624,1808,1649
"YDR458C",1151,1045,901,674,488,513,586,566
"YDR459C",161,151,191,218,200,178,196,192
"YDR460W",481,480,354,299,225,237,304,223
"YDR461W",152,155,204,298,352,448,618,410
"YDR461C-A",700,592,505,354,217,143,105,109
"YDR462W",562,451,204,178,127,100,117,103
"YDR463W",1080,1082,1123,1051,809,797,720,581
"YDR464W",517,581,1194,1402,1354,1566,1623,1358
"YDR465C",11,21,218,452,508,836,1196,595
"YDR466W",1033,971,1145,634,395,367,418,411
"YDR467C",9,11,10,11,16,19,19,20
"YDR468C",540,511,399,407,378,406,392,391
"YDR469W",129,151,223,344,313,357,385,330
"YDR470C",619,545,320,274,166,199,199,220
"YDR471W",98,46,339,1384,1970,2852,4516,3964
"snR13",2,6,4,0,1,0,3,2
"YDR472W",110,122,162,202,193,185,244,204
"YDR473C",615,589,593,423,386,363,416,357
"YDR475C",873,792,760,392,236,205,235,331
"YDR476C",199,214,161,113,76,59,80,111
"YDR477W",1527,1388,1029,743,604,574,724,678
"YDR478W",36,39,42,89,91,89,103,50
"YDR479C",1422,1223,580,330,239,181,208,276
"YDR480W",165,179,98,141,163,172,205,162
"YDR481C",1798,1800,2164,2325,1621,1579,2887,2704
"YDR482C",98,114,226,163,149,143,132,91
"YDR483W",1626,1740,2669,2646,2175,2357,2858,2420
"YDR484W",483,482,377,327,225,236,274,297
"YDR485C",1120,1109,1099,708,523,513,599,526
"YDR486C",637,670,580,491,395,392,385,341
"YDR487C",515,505,635,711,717,897,1206,945
"YDR488C",71,70,83,69,68,114,135,135
"YDR489W",109,92,92,98,114,122,129,111
"YDR490C",630,591,437,394,288,225,247,270
"YDR492W",62,60,169,763,531,442,434,369
"YDR493W",192,170,129,170,129,95,74,86
"YDR494W",1705,1711,607,425,359,301,366,348
"YDR495C",621,600,741,628,497,428,475,407
"YDR496C",9,22,646,1266,1173,1633,1856,855
"YDR497C",3217,2977,3161,10697,12766,14061,15959,14257
"YDR498C",416,411,226,166,131,119,172,173
"YDR499W",324,288,427,581,581,435,419,425
"YDR500C",177,189,394,880,1073,1473,2726,3814
"YDR501W",31,22,15,54,111,120,164,147
"YDR502C",338,324,1715,16529,19539,17927,10193,2819
"YDR503C",108,123,91,46,36,85,102,118
"YDR504C",224,262,178,85,43,53,54,96
"YDR505C",2089,1823,1614,744,461,414,467,668
"YDR506C",209,218,218,172,122,128,115,118
"YDR507C",161,152,295,2200,2073,1787,1838,1424
"YDR508C",1806,1353,1902,1274,1098,1553,2081,2028
"YDR510W",914,912,898,774,809,925,1279,1400
"YDR510C-A",5,0,0,1,0,3,1,1
"YDR511W",484,414,226,164,113,85,84,90
"YDR512C",453,424,413,290,219,180,162,159
"YDR513W",3995,3835,2791,1518,722,418,274,466
"YDR514C",31,40,180,325,302,326,336,262
"YDR515W",170,121,274,417,344,349,293,281
"YDR516C",3749,3231,1571,340,125,54,68,260
"YDR517W",1109,998,713,371,276,310,397,368
"YDR518W",284,266,302,355,372,487,752,737
"YDR519W",145,135,166,235,244,274,314,283
"YDR520C",292,255,415,355,305,266,250,231
"YDR523C",9,4,12,10,12,10,36,30
"YDR524C",316,281,384,477,413,453,519,400
"YDR524W-C",0,0,1,4,1,2,3,4
"YDR524C-B",485,631,1575,3533,4214,5277,7410,8056
"YDR525W-A",354,299,229,112,76,57,49,63
"YDR526C",1,1,2,1,3,0,3,0
"YDR527W",145,142,656,1043,797,633,541,315
"snR84",10,15,57,81,36,36,41,25
"YDR528W",21,29,488,794,796,680,559,411
"YDR529C",3430,3635,3032,1659,812,473,428,700
"YDR530C",1195,1134,686,404,223,188,152,148
"YDR531W",287,285,345,434,396,421,606,557
"YDR532C",466,426,324,321,261,236,235,272
"YDR533C",822,880,829,671,448,357,296,180
"YDR534C",58,35,12,9,9,18,27,53
"YDR535C",25,19,4,1,4,6,3,8
"YDR536W",11,12,4,4,3,1,0,0
"YDR538W",158,162,96,93,79,65,97,93
"YDR539W",414,412,377,330,273,340,377,310
"YDR540C",135,131,128,114,79,56,51,42
"YDR541C",101,117,150,252,225,195,192,162
"YDR545W",621,544,456,536,780,771,795,713
"YOL165C",25,20,19,11,12,8,17,21
"YOL164W",188,138,160,380,212,127,106,117
"YOL163W",38,29,52,377,72,27,16,6
"YOL162W",33,22,35,255,64,5,12,8
"YOL160W",4,1,1,4,1,4,6,2
"YOL159C-A",41,41,31,40,43,42,36,45
"YOL159C",165,188,171,181,125,109,102,101
"YOL158C",739,654,1043,1706,962,662,499,1307
"YOL157C",214,214,83,31,48,24,37,46
"YOL156W",10,8,7,5,1,1,1,2
"YOL155C",123,121,95,60,40,46,77,201
"YOL154W",585,589,674,617,427,424,394,882
"YOL152W",12,12,9,5,8,4,7,10
"YOL151W",621,568,753,780,515,393,169,104
"YOL150C",3,2,2,3,1,3,3,7
"YOL149W",172,195,225,318,335,376,478,430
"YOL148C",459,408,476,385,334,322,327,315
"YOL147C",458,434,287,151,112,172,157,110
"YOL146W",106,127,118,125,150,192,182,151
"YOL145C",1343,1241,1227,1783,1713,1661,1873,1594
"YOL144W",18,43,322,526,375,568,600,284
"YOL143C",831,804,849,617,461,485,565,507
"YOL142W",95,101,147,247,276,315,330,237
"YOL141W",15,4,36,95,125,170,195,61
"YOL140W",140,117,185,251,307,439,554,252
"YOL139C",680,750,1337,2180,2491,2861,3756,3050
"YOL138C",504,496,549,586,376,445,474,390
"YOL137W",163,141,257,255,233,288,337,270
"YOL136C",92,107,251,315,514,503,357,258
"YOL135C",145,141,136,105,92,107,113,94
"YOL133W",337,353,422,312,225,196,188,142
"YOL132W",9,16,24,11,10,6,10,5
"YOL131W",16,7,3,5,5,1,1,2
"YOL130W",1342,1153,1430,1129,930,1197,1246,692
"YOL129W",946,969,965,675,484,350,344,438
"YOL128C",22,14,51,61,63,103,124,90
"YOL127W",171,196,554,1727,2404,3777,7317,10421
"YOL126C",951,950,1177,226,104,117,234,250
"YOL125W",40,38,183,254,220,283,388,254
"YOL124C",3,13,195,339,447,695,725,332
"YOL123W",1701,1562,1274,748,798,1045,2691,3465
"YOL122C",435,395,418,622,436,356,354,460
"YOL121C",45,63,271,916,1272,1842,3490,3941
"YOL120C",177,207,340,1129,1617,2781,6170,8675
"YOL119C",1301,1226,1593,1498,762,488,310,203
"YOL118C",4,5,5,4,2,3,6,3
"YOL117W",1057,1030,602,306,210,181,168,195
"YOL116W",879,752,512,280,250,202,254,266
"YOL115W",231,193,363,563,427,490,499,460
"YOL114C",72,83,61,32,19,19,23,41
"YOL113W",720,596,495,738,361,270,365,480
"YOL112W",250,203,298,565,521,451,407,395
"YOL111C",1002,852,737,536,294,272,335,344
"YOL110W",153,149,141,154,81,48,50,49
"YOL109W",4234,4129,4649,6113,6280,5777,5743,6069
"YOL108C",343,316,264,359,227,183,168,171
"YOL107W",116,97,127,384,285,220,259,214
"YOL106W",16,9,15,42,22,25,31,27
"YOL105C",280,123,243,223,159,196,240,213
"YOL104C",76,71,72,135,110,88,101,69
"YOL103W-B",3324,3149,3050,2969,2628,2999,3471,3158
"YOL103W",634,548,776,992,896,1034,1255,1261
"YOL102C",118,111,125,135,181,175,250,218
"YOL101C",58,47,55,358,181,84,59,122
"YOL100W",1795,1494,1207,715,589,478,530,552
"YOL099C",13,8,8,13,16,13,18,14
"YOL098C",817,771,941,1302,1267,1441,1694,1227
"YOL097W-A",2,4,15,13,15,15,18,8
"YOL097C",153,167,579,1047,1185,1595,2433,2182
"YOL096C",727,719,386,240,168,136,123,137
"YOL095C",125,115,165,205,152,207,215,197
"YOL094C",121,120,222,371,303,302,279,230
"YOL093W",58,64,271,508,451,517,605,295
"YOL092W",111,135,272,489,455,571,647,485
"YOL091W",16,28,38,41,39,47,84,61
"YOL090W",280,256,301,667,972,1067,1185,937
"YOL089C",554,477,648,400,303,293,311,279
"YOL088C",541,568,428,385,312,311,422,345
"YOL087C",2662,2320,1361,505,338,325,384,592
"YOL086W-A",187,153,144,193,109,73,72,101
"YOL086C",11035,9624,6961,7759,14414,22574,36764,40407
"YOL085W-A",6,6,3,1,2,0,2,4
"YOL085C",11,8,6,4,1,0,1,0
"YOL084W",1434,954,509,74,23,15,17,27
"YOL083W",2112,2007,1611,858,361,208,111,134
"YOL082W",2097,2016,1586,956,735,698,683,472
"YOL081W",4947,4697,3277,2155,1065,868,1030,1008
"YOL080C",2,3,102,229,296,431,438,203
"YOL078W",296,255,422,488,424,418,434,355
"YOL077W-A",495,549,482,450,307,244,211,189
"YOL077C",18,25,481,1094,1092,1369,1809,1128
"YOL076W",151,111,416,629,645,850,896,762
"YOL075C",290,287,238,275,237,234,243,193
"YOL073C",500,473,354,214,116,102,131,148
"YOL072W",261,264,264,174,129,147,171,151
"YOL071W",849,851,637,364,160,109,89,99
"YOL070C",677,636,691,714,725,892,916,650
"YOL069W",320,301,232,271,212,270,312,273
"YOL068C",744,720,1028,868,608,697,696,690
"YOL067C",146,162,183,164,99,111,98,103
"YOL066C",323,334,388,382,285,310,379,301
"YOL065C",438,396,410,276,195,138,163,163
"YOL064C",129,172,365,1025,1531,1128,732,464
"YOL063C",660,619,600,466,361,365,383,384
"YOL062C",993,1044,856,724,460,401,382,371
"YOL061W",278,261,738,1186,1009,1100,1277,902
"YOL060C",1381,1222,1159,767,539,430,461,487
"YOL059W",709,822,2630,2113,1869,1888,1220,752
"YOL058W",35,43,293,1048,1398,1463,2061,1221
"YOL057W",435,363,547,729,681,799,948,913
"YOL056W",51,50,120,139,146,184,230,205
"YOL055C",252,210,268,291,199,205,164,185
"YOL054W",132,151,215,257,201,227,213,200
"YOL053W",943,950,353,155,110,92,111,151
"YOL052C-A",3580,3198,2012,502,48,8,3,29
"YOL052C",104,88,162,261,266,356,509,345
"YOL051W",1207,1048,977,740,568,614,766,705
"YOL049W",1117,1053,1164,1152,1016,1052,1307,1398
"YOL048C",1743,1657,856,346,193,122,96,206
"YOL047C",3,8,25,23,2,3,4,1
"YOL045W",559,481,776,636,597,711,776,600
"YOL044W",310,376,194,164,130,121,139,107
"YOL043C",347,345,429,375,225,173,188,171
"YOL042W",301,235,245,205,183,145,170,183
"YOL041C",20,26,541,1090,995,1429,1660,851
"YOL040C",209,198,517,1598,2229,3603,7182,8770
"YOL039W",247,215,416,956,1225,1988,3884,5002
"YOL038C-A",23,20,25,22,22,9,4,12
"YOL038W",1255,1270,1065,992,877,846,868,805
"YOL036W",1298,1099,1294,973,683,746,728,683
"snR50",1,4,5,3,6,3,6,5
"YOL034W",242,247,298,494,550,556,630,464
"YOL033W",485,416,264,240,237,194,215,192
"YOL032W",1156,1054,342,200,128,97,107,124
"YOL031C",166,154,215,337,295,297,383,361
"YOL030W",705,578,662,1029,921,1102,1401,1354
"YOL029C",49,75,160,252,218,283,277,230
"YOL028C",86,61,112,205,210,229,243,186
"YOL027C",804,703,1021,1062,812,856,988,828
"YOL026C",250,253,216,190,179,165,153,177
"YOL025W",444,412,313,222,177,137,157,140
"YOL024W",13,8,7,5,0,0,7,8
"YOL023W",423,303,322,259,200,169,186,144
"YOL022C",52,54,214,444,546,691,923,497
"YOL021C",324,307,644,929,762,897,954,648
"YOL020W",603,455,567,566,481,518,627,647
"YOL019W",133,115,360,1046,646,582,683,560
"YOL018C",661,700,507,471,397,313,324,344
"YOL017W",70,61,73,190,356,308,404,317
"YOL016C",2405,2389,3524,1049,474,324,382,355
"YOL015W",97,95,136,41,39,62,71,76
"YOL014W",17,38,114,25,38,57,90,74
"YOL013W-A",2,2,4,1,3,2,4,4
"YOL013C",1061,1018,833,560,346,260,306,409
"YOL012C",375,362,331,307,295,373,473,544
"YOL011W",485,291,534,639,489,610,888,578
"YOL010W",20,33,392,470,433,599,559,274
"YOL009C",292,283,260,167,148,110,100,91
"YOL008W",156,188,190,151,107,81,106,95
"YOL007C",43,36,106,878,645,472,625,486
"YOL006C",400,374,749,1012,1144,1308,1451,1265
"YOL005C",124,147,197,249,229,276,329,304
"YOL004W",1803,1597,1426,1584,1291,1304,1575,1682
"YOL003C",173,152,195,210,212,226,251,302
"YOL002C",75,78,155,493,461,339,313,328
"YOL001W",475,426,314,268,212,234,249,208
"YOR001W",233,215,415,814,685,932,1064,649
"YOR002W",979,1010,903,746,607,613,639,714
"YOR003W",279,241,246,213,124,92,71,85
"YOR004W",10,19,163,334,412,595,684,313
"YOR005C",448,387,389,270,179,175,165,142
"YOR006C",76,86,154,312,313,380,406,287
"YOR007C",1677,1476,1715,1602,1493,1822,2549,2439
"YOR008C",1735,1511,1276,843,662,633,665,719
"YOR008W-B",13,10,13,9,12,6,17,10
"YOR009W",60,57,89,36,27,35,55,53
"YOR010C",77,77,79,35,24,23,19,21
"YOR011W",207,164,334,339,281,336,321,241
"YOR012W",5,3,12,15,7,9,9,7
"YOR013W",7,13,32,18,14,16,25,17
"YOR014W",2274,2030,1787,1271,1072,953,1072,1087
"YOR015W",512,448,370,281,242,236,261,231
"YOR016C",182,195,216,275,281,346,418,408
"YOR017W",514,391,358,341,302,356,380,398
"YOR018W",532,423,603,444,250,185,202,257
"YOR019W",3784,3642,2348,265,61,39,30,45
"YOR020C",1863,1730,1354,884,758,817,990,966
"YOR020W-A",556,545,495,381,251,182,150,166
"YOR021C",133,147,250,540,522,783,969,706
"YOR022C",619,570,467,269,223,176,181,205
"YOR023C",1643,1425,836,526,359,293,340,334
"YOR025W",204,155,164,358,340,365,487,472
"YOR026W",87,77,101,213,211,224,332,294
"YOR027W",2900,2857,2302,1133,983,1273,1700,1979
"YOR028C",106,50,118,102,41,44,83,126
"YOR030W",377,347,511,593,368,338,391,357
"YOR032C",5,5,28,4,3,4,7,19
"YOR032W-A",8,8,15,11,6,4,7,5
"YOR033C",414,362,247,343,401,439,555,481
"YOR034C",406,293,244,295,296,378,546,419
"YOR034C-A",127,122,111,60,28,35,47,43
"YOR035C",1329,1282,976,541,326,269,305,268
"YOR036W",1107,1166,813,409,245,174,103,158
"YOR037W",316,326,248,216,157,123,152,148
"YOR038C",321,232,275,270,290,346,461,416
"YOR039W",664,654,738,772,706,692,745,689
"YOR040W",656,712,548,349,245,179,175,141
"snR9",8,16,12,15,12,1,1,3
"YOR041C",4,5,7,2,2,1,0,2
"YOR042W",2528,2495,2134,1357,988,808,837,686
"snR62",10,11,14,15,11,7,5,3
"YOR043W",622,527,971,976,687,803,952,885
"YOR044W",87,56,204,154,124,131,162,132
"YOR045W",335,297,219,223,184,238,234,222
"YOR046C",332,303,676,1285,1427,1728,2414,1695
"YOR047C",80,61,229,286,313,298,300,344
"YOR048C",309,268,615,1036,1159,1407,1744,1013
"YOR049C",3,4,4,1,1,0,2,4
"YOR051C",95,135,470,857,997,1278,1580,1100
"YOR052C",1285,1413,844,319,201,135,101,184
"YOR053W",43,33,20,9,7,3,3,3
"YOR054C",1669,1415,687,352,305,170,224,294
"YOR056C",73,69,260,683,742,1058,1109,638
"YOR057W",419,445,554,592,470,473,454,401
"YOR058C",343,317,441,604,502,584,599,580
"YOR059C",778,743,699,436,266,238,258,268
"YOR060C",205,194,226,137,81,72,86,87
"YOR061W",568,534,772,889,822,859,950,817
"YOR062C",272,264,146,58,50,35,37,53
"YOR063W",3400,3414,4847,7616,7768,11125,20137,26738
"YOR064C",279,234,217,179,115,131,147,142
"YOR065W",2159,2090,1928,1048,419,183,158,469
"YOR066W",263,219,465,424,384,418,462,394
"YOR067C",268,253,324,449,447,504,665,646
"YOR069W",754,790,719,608,459,479,558,546
"YOR070C",649,622,418,260,207,239,269,287
"YOR071C",158,157,154,120,114,146,194,193
"YOR072W",6,5,3,5,3,4,4,5
"YOR072W-A",5,0,1,2,2,0,3,1
"YOR073W",131,110,132,218,292,356,502,527
"YOR074C",56,35,51,200,313,439,578,434
"YOR075W",591,584,368,323,329,286,339,282
"YOR076C",363,333,500,471,356,360,382,382
"YOR077W",89,82,110,102,90,98,104,85
"YOR078W",177,134,445,638,575,799,757,447
"YOR079C",30,42,159,194,154,162,147,159
"YOR080W",227,236,354,354,279,302,356,314
"YOR081C",619,555,421,474,470,597,714,574
"YOR082C",4,1,0,1,1,4,1,3
"YOR083W",148,111,50,88,93,106,123,120
"YOR084W",339,276,137,79,98,148,158,169
"YOR085W",451,440,450,438,505,591,763,804
"YOR086C",3826,3333,2764,1956,1421,1349,1553,1998
"YOR087W",647,557,490,535,421,387,429,426
"YOR089C",1185,1163,928,735,546,539,591,552
"YOR090C",848,766,879,662,497,540,636,516
"YOR091W",50,65,328,698,646,889,1107,578
"YOR092W",150,136,510,396,228,299,408,380
"YOR093C",567,467,451,469,418,409,560,508
"YOR094W",215,197,185,241,242,224,178,175
"YOR095C",16,24,105,324,382,596,907,653
"YOR096W",144,128,372,1407,2123,3227,6538,8564
"YOR097C",327,329,276,201,165,124,142,170
"YOR098C",584,548,719,1123,931,1211,1470,966
"YOR099W",695,696,678,733,787,837,1196,1302
"YOR100C",985,956,622,149,32,24,8,12
"YOR101W",78,79,220,306,316,544,763,562
"YOR102W",1,1,3,2,1,5,9,5
"YOR103C",231,251,287,330,328,329,380,333
