"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YEL077C",8.67975671377695,8.61737716192465,8.00664922676575,8.41472094897133,8.95599253678016,8.88817563421842,8.63019768912103,8.73651460955592
"YEL076C-A",2.76444548025306,1.8567470125913,2.69445373755788,3.23855882870797,4.38543097821094,4.29629983209787,4.22586268142699,3.77451125272411
"YEL076C",2.52802650805158,2.27220451053308,2.46459446815397,3.37430901802184,3.83074605449114,3.92970005144942,3.68360907089106,3.98261151657429
"YEL075W-A",4.20707656786242,3.72950644445404,3.2069277620744,2.91730193786704,3.44125127018432,3.57422632004662,3.1516678562061,3.52990026776433
"YEL075C",4.20707656786242,3.01674767143953,3.46412463195813,4.79232885722857,5.18476256329529,4.6517678170933,4.82866152897223,5.07515625120689
"YEL074W",3.42686097116493,3.01674767143953,2.17895116847842,2.91730193786704,1.90421610827786,2.63906971953044,2.77797826481524,2.84966550339451
"YEL073C",6.54933189251732,6.52228811976438,7.29846012283873,8.11906691682,7.82587118031562,7.69699482902487,7.15366161315761,7.18824761581428
"YEL072W",5.5567442126322,5.94776838649473,7.85676520505692,9.30819648814093,8.96237472012978,6.6825040668468,5.5777679715753,6.20077525467977
"YEL071W",10.9785101065215,11.3346685677829,13.1796294241328,13.0888399225154,12.3389869644175,11.3759683058073,9.81074520744989,10.3018307668748
"YEL070W",7.76284053526459,7.41276814411924,5.78139851590592,3.37430901802184,2.33526763521633,3.09416066424924,2.24396024166261,1.87772402361116
"YEL068C",6.66194291617615,6.9438236633168,7.16405785828157,7.10851705386859,6.69458285081802,6.21582905758978,6.40025201851006,6.54633321807069
"YEL067C",5.23085921927266,5.37789191729279,6.32903588757103,6.11532624774055,5.09445437186224,4.29629983209787,4.36853582629574,4.98234545645333
"YEL066W",7.92955067887454,7.93572330748558,7.88907934890911,7.59999561470039,7.55734685880838,7.74182263672183,7.72712184957882,7.47825053769595
"YEL065W",10.0024959099443,9.97638050467777,11.5121872666183,11.3490563869851,9.83756155123108,9.24547127492737,10.4210422576726,11.5815384803596
"YEL064C",7.34057427621797,6.89587234503463,7.03521479765506,7.67206011598956,7.48825694522868,7.29732899528866,7.33709630310043,7.62325248265493
"YEL063C",9.80671652817864,9.93842802342476,11.3489951823222,11.1869033241765,10.8041014020788,10.3321411670281,9.93969018199463,9.72894664585243
"YEL062W",8.53943926157492,8.44485839916516,8.46889907123666,8.14231646508268,7.94022272147354,7.59480742567828,7.56008525268725,7.65358728275133
"YEL061C",8.2951369827759,8.41964970036064,8.17335760405743,8.87785233846433,9.61866727900715,9.83549912580495,9.80453032245047,10.0429240397895
"YEL060C",12.3213713997131,11.9963367639181,11.7989476270885,11.10525610804,10.3458159090781,9.48622747690025,8.74174037004725,9.05896716354035
"YEL059C-A",5.91614139829675,6.10372775168071,6.26478419573066,6.11532624774055,5.81292467529668,5.45091210330645,5.05560017263477,5.07515625120689
"YEL059W",3.55178898428714,3.48699148182886,3.05728077270616,2.91730193786704,2.89434241029378,2.63906971953044,1.83555695506108,1.87772402361116
"YEL058W",8.97496970603952,9.02649631195575,9.05041359389904,9.5961011186461,9.96061572968736,10.0688953607715,10.1405451084659,9.7693282090821
"YEL057C",8.77357806467616,8.88631699448707,8.01154986720896,5.30321815285782,4.30679046700828,3.70304274703949,3.88847419325458,4.24650549658399
"YEL056W",9.62942585766411,9.57539264236715,9.01912282143224,8.04698178363945,8.26848375534793,8.24060146564536,8.2821458160597,8.67499977960135
"YEL055C",6.18479666466284,6.26346873103986,8.03098762382792,10.0403974481584,10.4516751940236,10.9440736806363,11.1402083551939,10.6358533100333
"YEL054C",6.44302195372925,6.74163838926847,8.70199300815451,10.4427605128045,11.1366305777924,11.8021984400809,12.533667349467,12.6175029913788
"YEL053W-A",1.82764333525609,1.8567470125913,2.46459446815397,3.23855882870797,2.33526763521633,2.63906971953044,2.77797826481524,3.52990026776433
"YEL053C",7.55985732371616,7.36953709545379,7.58814658006441,8.28702657566445,8.59853046541012,8.77051659291419,9.08975385187645,8.71510173747538
"YEL052W",10.4975878424245,10.4384026537996,9.82274805025922,8.72916309647555,8.43835387116186,8.34598301390966,8.47840299861401,8.66013637352366
"YEL051W",9.73774982992705,9.88263705580457,10.0204535567058,10.2443236777891,10.4137559844027,10.5939260082327,10.9257673619514,11.1675309009814
"YEL050W-A",2.52802650805158,1.8567470125913,2.46459446815397,1.80248311537504,1.90421610827786,1.89957909722436,2.24396024166261,1.87772402361116
"YEL050C",9.74735077676889,9.68524002565297,9.0480305598081,8.74443703947573,8.65083709348491,8.56135953764576,8.42268320323534,8.5596017808718
"snR67",2.52802650805158,3.34761525783855,4.24967653028657,3.08761487319226,3.44125127018432,3.57422632004662,3.30528772032331,3.23232433757256
"YEL049W",4.13016542883273,3.61354292707037,3.95304036534242,3.7158227327941,3.28242820151317,2.88654253306903,1.83555695506108,2.30010836318671
"YEL048C",3.66635460574035,3.19233998287959,5.00953236866762,5.91376435341167,6.14034415403725,6.78603239022973,6.26188127775213,6.37480564284115
"YEL047C",8.59721403216246,8.33678567910757,8.66825491527815,8.44868834292922,8.82903660557804,9.4118954134323,9.85952336552822,9.98595465983637
"YEL046C",7.23532793575471,7.68376650239362,9.94305251154278,9.36067985045186,9.48542130038468,10.1022243255473,10.4482059110415,10.4431088822891
"YEL045C",0.77661633719673,1.8567470125913,2.17895116847842,1.80248311537504,1.90421610827786,2.88654253306903,3.44328057415026,3.05477921643975
"YEL044W",7.8486025517236,7.96506142185766,7.83481315680769,7.93959927702749,8.07000925563562,7.95354486565991,8.19929677751133,8.05117145281254
"YEL043W",9.83250402671668,9.81818519792724,9.68996363533525,9.67792844449494,9.65260965285915,9.5358590571209,9.61511648553529,9.64651220295328
"YEL042W",7.43866054010126,7.70478947278346,8.38074478987144,9.32251549499561,9.93974412958489,10.4163573974042,10.8103227547038,10.6649945667488
"YEL041W",8.67975671377695,8.60251885820969,8.12894869812357,6.81636446728901,6.16269906363284,5.33847056291673,5.17631590848206,5.8538881034886
"YEL040W",5.23085921927266,5.82503126242095,10.9910379742129,12.3327806284657,12.3940237729632,12.6815217148296,12.6554252649467,12.1733425856687
"YEL039C",11.0292391810799,10.9262472371358,9.9709951484973,8.00193581357801,5.92181619226967,4.82909751593563,2.97809749303687,5.20400677025748
"YEL038W",8.59367010917771,8.56851736122837,8.19505970231114,7.49553711116815,7.24818121138692,7.60293020206722,7.09375134540868,7.24911538374568
"YEL037C",9.49150653320667,9.47903274613483,9.54539784177706,9.55857254764408,9.67803722470616,9.84066000979798,9.84445660016124,9.67266682162934
"YEL036C",7.43073668543763,7.47935086289011,8.43646919228622,9.22788309645887,9.2157705447821,9.41651107108595,9.42969283427459,9.36651080751636
"YEL035C",4.80864845939151,4.27575755429581,4.60329712248252,3.08761487319226,0.77661633719673,0.77661633719673,1.83555695506108,2.30010836318671
"YEL034C-A",4.59741485070146,5.63346828953498,4.70405411589764,3.61108026108634,2.64618031821662,2.63906971953044,3.30528772032331,3.38919432682812
"YEL034W",11.654388504842,11.7447238622615,11.6984477589167,11.8574528639025,11.9596882889723,12.2419193761634,12.557192418286,12.784639672495
"YEL033W",10.668186712228,10.7393868369507,10.7157837087228,10.6532272228708,11.0229223193779,11.2269334311661,11.6135019141606,11.8403539293995
"YEL032W",8.10410256623208,7.77935391452163,8.83234099317167,9.54293406922396,9.67997475379736,9.78820106857898,9.53103893753735,9.43796107814843
"YEL031W",9.45486333381702,9.23354245240482,9.70667914038748,10.5996440904572,10.9637140461706,11.2886586489106,11.348915601285,11.4331610349753
"YEL030W",7.83665861070221,7.97663161507843,7.56832724131779,6.82788438536856,6.42557077593339,6.84201668978429,6.58570071378425,6.68499145190924
"YEL029C",5.58561288948392,5.41243485887563,7.29846012283873,7.75283070926943,7.98479499080054,8.00961084178891,7.74670434442589,7.82996400067503
"YEL028W",4.85692104301788,5.57370336586619,5.53109309992717,4.53434549206608,4.59824129132479,4.44927622871237,4.77861884231618,4.39858113839182
"YEL027W",10.5322493722026,10.7180056150587,10.6099023806832,10.7652898486176,10.8978153149268,11.0203447819232,11.2766712996103,11.5864602263279
"YEL026W",4.20707656786242,5.82503126242095,8.80437552122622,9.95106058750959,10.2616375047969,10.7410168738356,11.0848716302512,10.7393548737523
"YEL025C",9.21761359321618,9.07574030584667,8.93907789988873,8.93488549747837,8.58618553938463,8.67358658132561,9.0509024484993,9.44664859239204
"YEL024W",11.0422976793086,11.080977183569,10.3387525551841,9.50577123106296,8.60262207675609,7.6270276417976,7.58930271895508,8.58343166999127
"YEL023C",7.54525303507965,7.61879425789943,7.61415574819573,7.97110423321616,7.80471573208398,7.76372473163495,7.58930271895508,7.65358728275133
"YEL022W",8.66969348601527,8.59127383361449,8.68368829012622,10.1021698798728,10.3973629872286,10.6131536475571,10.7900197804727,10.8997945806221
"YEL021W",8.42045431407557,8.68945638498509,9.25021279676209,9.81155262372458,9.99526323082229,9.92081795932147,9.63626707387589,9.2743567856935
"YEL020W-A",9.24949283533238,9.24075719022229,8.90524701655329,9.05490698861306,9.20504619598744,9.06026699864611,8.81776659813262,8.60687431823314
"RPR1",4.75869160310177,3.93602572663187,3.46412463195813,2.91730193786704,3.10248464681028,2.32912010959204,2.97809749303687,3.05477921643975
"YEL020C",8.60074927063032,8.39830064139698,8.41443704925101,7.99684276064293,7.68632737613065,7.35618032436817,7.4608218313871,7.14619350189142
"YEL019C",4.75869160310177,4.88174498295413,5.38745925190889,5.60085348060976,5.5999752655362,6.01120784262766,5.93750333637995,5.53302190927674
"YEL018C-A",2.52802650805158,0.77661633719673,1.78694520296533,1.80248311537504,2.33526763521633,2.32912010959204,2.24396024166261,0.77661633719673
"YEL018W",7.73737051006112,7.83761857231003,7.86761721478682,7.97110423321616,7.88081430346914,7.90837978874411,7.81012351699149,7.83658957288185
"YEL017C-A",7.46217422831996,7.40422496995768,7.77842547345706,8.72300795046134,8.77204794447033,8.8131475773731,8.87523560893494,8.98634669623515
"YEL017W",8.38398873367646,8.28654232699247,7.95161390931354,7.659222434605,7.94022272147354,8.16581182943269,8.2040264749011,8.54349365699447
"YEL016C",7.33209119308362,7.50354777749615,7.67719806876019,8.30362032034207,8.26332380240815,8.43056127310996,8.4145445975478,8.45153278221993
"YEL015W",9.63977276839702,9.63319031552267,9.55214015654141,9.43033428192535,9.43353680906115,9.63424426065132,9.68105654593776,9.66524233164266
"YEL013W",10.5515579006256,10.4446643530635,9.93533691767468,9.84452877364011,9.77910945014611,9.65392306747871,9.71789861714859,9.95888263129718
"YEL012W",10.9825805306475,10.9425624326145,9.57218007786092,8.28702657566445,8.01580969199296,6.90907255900211,6.68379645331209,7.34517958370709
