"","Query.Mass","Matched.Compound","Matched.Form","Cpd.mass","KeggID","BiocycID","chem.name","p.value","t.score","keggpath","biocycpath","wt_L1","wt_H1","wt_H2","wt_H3","wt_H4","wt_H5","wt_H6","wt_L2","wt_L3","wt_L4","wt_L5","wt_L6"
"129",97.0762,"C00534","M-C3H4O2+H[1+]",168.0762,"C00534","PYRIDOXAMINE","empty",2.97088724171043e-06,12.1662944249262,"map00750;map01100;map01120;map04977","PLPSAL-PWY",1251.1097,206786.9157,80290.7451,49201.6763,62532.808,32017.3116,121846.0513,840.7848,1373.0776,1009.4119,1322.8528,977.4383
"130",97.0762,"L-ORNITHINE","M-H4O2+H[1+]",132.0762,"C00077","L-ORNITHINE","empty",2.97088724171043e-06,12.1662944249262,"map00220;map00330;map00472;map00480;map00997;map01060;map01064;map01100;map01110;map01130;map01210;map01230;map02010","PWY-4041 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; ARG-PRO-PWY ; PWY-46 ; PWY-4984 ; ARGSYNBSUB-PWY",1251.1097,206786.9157,80290.7451,49201.6763,62532.808,32017.3116,121846.0513,840.7848,1373.0776,1009.4119,1322.8528,977.4383
"131",221.0338,"IMIDAZOLE-ACETOL-P","M+H[1+]",220.0338,"C01267","IMIDAZOLE-ACETOL-P","empty",4.21674366424056e-06,-11.6814452813683,"map00340;map01100;map01110;map01230","HISTSYN-PWY",10312.0193,1433.7647,2001.2878,1876.9571,1450.1177,1433.8958,1974.7258,5633.1862,7579.4688,12141.9669,13784.3605,9369.8379
"132",221.0338,"D-ERYTHRO-IMIDAZOLE-GLYCEROL-P","M-H2O+H[1+]",238.0338,"C04666","D-ERYTHRO-IMIDAZOLE-GLYCEROL-P","empty",4.21674366424056e-06,-11.6814452813683,"map00340;map01065;map01100;map01110;map01230","HISTSYN-PWY",10312.0193,1433.7647,2001.2878,1876.9571,1450.1177,1433.8958,1974.7258,5633.1862,7579.4688,12141.9669,13784.3605,9369.8379
"133",385.1281,"ADENOSYL-HOMO-CYS","M+H[1+]",384.1281,"C00021","ADENOSYL-HOMO-CYS","empty",4.21674366424056e-06,11.6718942977917,"map00270;map01100;map01230","PWY-6075 ; ERGOSTEROL-SYN-PWY ; PWY3O-19 ; ALL-CHORISMATE-YEAST-PWY ; PWY-7230 ; PWY-7235 ; PWY-6825 ; PWY-7375 ; PWY-7286 ; PWY-7283 ; PWY-7888 ; PWY-6829 ; PWY-7233 ; PWY-7546 ; PWY-5194 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-5041 ; METHIONINE-DEG1-PWY",0,39368.364,30036.2121,18586.1235,3701.8324,17258.0712,19553.585,0,0,0,0,0
"134",193.5702,"ADENOSYL-HOMO-CYS","M(C13)+2H[2+]",384.1404,"C00021","ADENOSYL-HOMO-CYS","empty",4.98466048981863e-06,-11.3878781505914,"map00270;map01100;map01230","PWY-6075 ; ERGOSTEROL-SYN-PWY ; PWY3O-19 ; ALL-CHORISMATE-YEAST-PWY ; PWY-7230 ; PWY-7235 ; PWY-6825 ; PWY-7375 ; PWY-7286 ; PWY-7283 ; PWY-7888 ; PWY-6829 ; PWY-7233 ; PWY-7546 ; PWY-5194 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-5041 ; METHIONINE-DEG1-PWY",11984.662,4332.3944,4531.4672,5138.1176,1283.0743,2967.3044,1776.2608,5611.2348,11058.3764,8224.3483,8073.9157,6471.4022
"135",268.1031,"C00212","M+H[1+]",267.1031,"C00212","ADENOSINE","empty",5.3654073197454e-06,11.2844635783333,"map00230;map01100;map02010;map04022;map04024;map04071;map04080;map04270;map04923;map04924;map05012;map05032;map05034","PWY-5041 ; METHIONINE-DEG1-PWY ; PERIPLASMA-NAD-DEGRADATION ; PWY0-1296 ; PWY-6619 ; PWY3O-2220 ; PWY3O-1",3274.0737,35960.0076,23595.1333,17636.3816,20974.2302,19516.4175,24652.8939,1879.7625,2934.9102,1635.4032,3256.6787,3234.1857
"136",268.1031,"C00330","M+H[1+]",267.1031,"C00330","empty","empty",5.3654073197454e-06,11.2844635783333,"map00230;map01100;map02010","empty",3274.0737,35960.0076,23595.1333,17636.3816,20974.2302,19516.4175,24652.8939,1879.7625,2934.9102,1635.4032,3256.6787,3234.1857
"137",268.1031,"C01136","M+H2O+H[1+]",249.1031,"C01136","empty","empty",5.3654073197454e-06,11.2844635783333,"empty","empty",3274.0737,35960.0076,23595.1333,17636.3816,20974.2302,19516.4175,24652.8939,1879.7625,2934.9102,1635.4032,3256.6787,3234.1857
"138",256.0821,"CPD-8259","M[1+]",255.0821,"C05841","CPD-8259","empty",5.94198474612426e-06,11.137876566728,"map00760;map01100","PWY3O-224",11.3585,17485.4323,18238.0009,8228.4481,14788.6357,11183.1607,14062.0889,0,8.6247,0,10.4596,0
"139",188.0921,"CPD-822","M-CO2+H[1+]",231.0921,"empty","CPD-822","empty",6.41929598322815e-06,11.0171073756828,"empty","empty",0,11896.7481,14810.4983,7042.8757,7078.0032,7333.609,6844.5509,81.0363,0,0,0,0
"140",188.0921,"C00314","M+H2O+H[1+]",169.0921,"C00314","PYRIDOXINE","empty",6.41929598322815e-06,11.0171073756828,"map00750;map01100;map01120","PWY-7282 ; PLPSAL-PWY",0,11896.7481,14810.4983,7042.8757,7078.0032,7333.609,6844.5509,81.0363,0,0,0,0
"141",298.0625,"5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE","M(S34)+H[1+]",295.0625,"C03373","5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE","empty",6.90356497471146e-06,10.9211587729873,"map00230;map00730;map01100;map01110;map01130","PWY-6121 ; PWY-6124 ; PWY-841",393.3036,28591.5527,23243.7723,20232.7394,27873.8574,15800.2415,31727.5372,149.5352,0,431.5,212.1771,0
"142",298.0625,"5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE","M(Cl37)+H[1+]",295.0625,"C03373","5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE","empty",6.90356497471146e-06,10.9211587729873,"map00230;map00730;map01100;map01110;map01130","PWY-6121 ; PWY-6124 ; PWY-841",393.3036,28591.5527,23243.7723,20232.7394,27873.8574,15800.2415,31727.5372,149.5352,0,431.5,212.1771,0
"143",343.1243,"ALPHA-MALTOSE","M+H[1+]",342.1243,"C00208","ALPHA-MALTOSE","ALPHA MALTOSE",1.10690754627486e-05,10.3322744884835,"map00500;map01100;map01110;map02010;map02030;map02060;map04742;map04973","empty",34650.576,158711.6771,211475.9027,221271.9881,144645.7256,260793.6523,188398.6914,27477.7277,40338.668,27475.2861,32269.9922,33385.2279
"144",343.1243,"MALTOSE","M+H[1+]",342.1243,"C00208","MALTOSE","MALTOSE",1.10690754627486e-05,10.3322744884835,"map00500;map01100;map01110;map02010;map02030;map02060;map04742;map04973","empty",34650.576,158711.6771,211475.9027,221271.9881,144645.7256,260793.6523,188398.6914,27477.7277,40338.668,27475.2861,32269.9922,33385.2279
"145",343.1243,"C00089","M+H[1+]",342.1243,"C00089","SUCROSE","empty",1.10690754627486e-05,10.3322744884835,"map00052;map00500;map01100;map01110;map02010;map02060;map04742;map04973","PWY-621",34650.576,158711.6771,211475.9027,221271.9881,144645.7256,260793.6523,188398.6914,27477.7277,40338.668,27475.2861,32269.9922,33385.2279
"146",343.1243,"C01083","M+H[1+]",342.1243,"C01083","TREHALOSE","empty",1.10690754627486e-05,10.3322744884835,"map00500;map01100;map01110;map02010;map02060","PWY-881 ; TRESYN-PWY ; PWY0-1466 ; PWY0-1182 ; PWY-6981",34650.576,158711.6771,211475.9027,221271.9881,144645.7256,260793.6523,188398.6914,27477.7277,40338.668,27475.2861,32269.9922,33385.2279
"147",173.0213,"GLYCEROL-3P","M+H[1+]",172.0213,"C00093","GLYCEROL-3P","empty",1.12523531529716e-05,10.303516969464,"map00561;map00564;map01100;map01110;map02010;map05231","PWY-7366 ; PWY-7367 ; PWY-7409 ; TRIGLSYN-PWY ; PWY-6952-1 ; PWY-4261-YEAST ; PWY-5667 ; PWY-7411 ; PWY-6118-YEAST ; PWY3O-6499 ; PWY3O-48 ; PWY4FS-8 ; PWY-5269",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"148",173.0213,"2-DEOXY-D-GLUCOSE-6-PHOSPHATE","M-C3H4O2+H[1+]",244.0213,"C06369","2-DEOXY-D-GLUCOSE-6-PHOSPHATE","empty",1.12523531529716e-05,10.303516969464,"empty","empty",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"149",173.0213,"2-DEOXYRIBOSE","M+K[1+]",134.0213,"C01801","2-DEOXYRIBOSE","2 DEOXYRIBOSE",1.12523531529716e-05,10.303516969464,"map00030;map01100","empty",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"150",173.0213,"BUTYRIC_ACID","M+HCOOK[1+]",88.0213,"C00246","BUTYRIC_ACID","empty",1.12523531529716e-05,10.303516969464,"map00650;map01100;map04973;map04974","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; LIPAS-PWY ; PWY-5148 ; YEAST-FAO-PWY ; PWY-7288",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"151",173.0213,"CPD-10353","M+HCOOK[1+]",88.0213,"C00810","CPD-10353","empty",1.12523531529716e-05,10.303516969464,"map00650;map00660","PWY-5951 ; PWY3O-246 ; PWY3O-661 ; PWY3O-440 ; PWY3O-981 ; PWY-5938",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"152",173.0213,"CPD-255","M+HCOOK[1+]",88.0213,"C01769","CPD-255","empty",1.12523531529716e-05,10.303516969464,"map00650","PWY-6392 ; PWY3O-440 ; PWY3O-981",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"153",173.0213,"ERYTHROSE-4P","M-CO+H[1+]",200.0213,"C00279","ERYTHROSE-4P","empty",1.12523531529716e-05,10.303516969464,"map00030;map00400;map00710;map00750;map00998;map01060;map01061;map01063;map01070;map01100;map01110;map01120;map01130;map01200;map01230","PWY-6164 ; ARO-PWY ; COMPLETE-ARO-YEAST-PWY ; ALL-CHORISMATE-YEAST-PWY ; NONOXIPENT-PWY ; PENTOSE-P-PWY",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"154",173.0213,"ETHYLACETATE","M+HCOOK[1+]",88.0213,"C00849","ETHYLACETATE","empty",1.12523531529716e-05,10.303516969464,"empty","empty",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"155",173.0213,"PROPIONYL-P","M+H2O+H[1+]",154.0213,"C02876","PROPIONYL-P","PROPIONYL P",1.12523531529716e-05,10.303516969464,"map00640;map00660;map01100","empty",301.0086,21984.8779,21692.9584,26892.0271,4450.3057,15228.0281,11953.9995,0,100.8661,166.6136,105.0968,0
"156",170.0657,"C00242","M+H2O+H[1+]",151.0657,"C00242","GUANINE","empty",1.24355325481496e-05,-10.1638500663315,"map00230;map01100","PWY0-1296 ; PWY-6620 ; PWY3O-743 ; PWY3O-1",13802.3218,4463.7575,5091.236,5218.6572,1305.1937,3844.5637,2045.7198,6163.7759,12172.6644,8153.1059,9035.2942,6155.0605
"157",269.1079,"C00212","M(C13)+H[1+]",267.1079,"C00212","ADENOSINE","empty",1.24355325481496e-05,-10.1567508084415,"map00230;map01100;map02010;map04022;map04024;map04071;map04080;map04270;map04923;map04924;map05012;map05032;map05034","PWY-5041 ; METHIONINE-DEG1-PWY ; PERIPLASMA-NAD-DEGRADATION ; PWY0-1296 ; PWY-6619 ; PWY3O-2220 ; PWY3O-1",7130.4909,3220.9014,4003.718,4090.203,2607.91,2798.2308,2803.1677,4908.5733,7678.1744,6041.5481,6314.9212,5063.5908
"158",269.1079,"C00330","M(C13)+H[1+]",267.1079,"C00330","empty","empty",1.24355325481496e-05,-10.1567508084415,"map00230;map01100;map02010","empty",7130.4909,3220.9014,4003.718,4090.203,2607.91,2798.2308,2803.1677,4908.5733,7678.1744,6041.5481,6314.9212,5063.5908
"159",218.1027,"N-ACETYL-D-GLUCOSAMINE-1-P","M-HCOOK+H[1+]",301.1027,"C04256","N-ACETYL-D-GLUCOSAMINE-1-P","empty",1.6765113860625e-05,9.7895361081638,"empty","UDPNACETYLGALSYN-PWY ; PWY-6981 ; UDPNAGSYN-YEAST-PWY",0,67186.7872,39454.5473,8956.0984,62184.9125,20499.2611,42236.6718,0,0,0,0,0
"160",218.1027,"N-ACETYL-D-GLUCOSAMINE-6-P","M-HCOOK+H[1+]",301.1027,"C00357","N-ACETYL-D-GLUCOSAMINE-6-P","N ACETYL D GLUCOSAMINE 6 P",1.6765113860625e-05,9.7895361081638,"map00520;map01100;map01130;map02060","empty",0,67186.7872,39454.5473,8956.0984,62184.9125,20499.2611,42236.6718,0,0,0,0,0
"161",228.087,"CPD-659","M+H[1+]",227.087,"empty","CPD-659","empty",2.1452029940539e-05,9.50468164491406,"empty","empty",0,10249.0136,9309.3695,4176.8644,6019.7096,5008.561,7720.8349,0,0,0,0,0
"162",167.0819,"CPD-371","M+K[1+]",128.0819,"C01545","CPD-371","empty",2.35482496418831e-05,9.37730133577271,"empty","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST",2411.053,51807.1058,33377.8546,59840.9424,24679.4407,18298.5314,43247.0001,3352.5181,2878.6225,2922.7453,3109.152,4568.4969
"163",167.0819,"N-FORMYLKYNURENINE","M-C3H4O2+H[1+]",238.0819,"C02700","N-FORMYLKYNURENINE","empty",2.35482496418831e-05,9.37730133577271,"map00380;map01100","PWY-5651 ; NADSYN-PWY",2411.053,51807.1058,33377.8546,59840.9424,24679.4407,18298.5314,43247.0001,3352.5181,2878.6225,2922.7453,3109.152,4568.4969
"164",98.9847,"ACET","M+K[1+]",59.9847,"C00033","ACET","empty",2.65361242747085e-05,-9.23974517842724,"map00010;map00430;map00440;map00534;map00620;map00630;map00640;map00660;map00680;map00720;map00908;map00920;map01100;map01110;map01120;map01130;map01200;map01220;map04725;map04973;map04974","PWY3O-70 ; PWY-5344 ; HSERMETANA-PWY ; PWY-6293 ; PWY-821 ; PWY-5768 ; PWY-7268 ; PWY-5754 ; LYSDEGII-PWY ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-7118 ; PWY0-1313 ; PWY66-21",181799.3671,128608.1688,127951.1716,122462.577,49375.4526,90483.0266,85313.2814,78289.0755,149631.5553,136257.7866,141631.1457,109026.1247
"165",98.9847,"DIHYDROXY-ACETONE-PHOSPHATE","M-C3H4O2+H[1+]",169.9847,"C00111","DIHYDROXY-ACETONE-PHOSPHATE","empty",2.65361242747085e-05,-9.23974517842724,"map00010;map00040;map00051;map00052;map00561;map00562;map00564;map00640;map00680;map00710;map00760;map01100;map01110;map01120;map01130;map01200;map01230","ANAGLYCOLYSIS-PWY ; GLYCOLYSIS-YEAST-PWY ; GLUCONEO-YEAST-PWY ; PWY3O-6499 ; PWY3O-48 ; PWY-5667 ; PWY4FS-8 ; PWY-7411 ; PWY3O-6407 ; PWY-6952-1 ; PWY-6118-YEAST ; PWY-4261-YEAST",181799.3671,128608.1688,127951.1716,122462.577,49375.4526,90483.0266,85313.2814,78289.0755,149631.5553,136257.7866,141631.1457,109026.1247
"166",98.9847,"GAP","M-C3H4O2+H[1+]",169.9847,"C00118","GAP","empty",2.65361242747085e-05,-9.23974517842724,"map00010;map00030;map00051;map00052;map00331;map00562;map00680;map00710;map00730;map00750;map00900;map01060;map01061;map01062;map01063;map01064;map01065;map01066;map01070;map01100;map01110;map01120;map01130;map01200;map01230","TRPSYN-PWY ; COMPLETE-ARO-YEAST-PWY ; PWY-6466 ; GLUCONEO-YEAST-PWY ; NONOXIPENT-PWY ; PENTOSE-P-PWY ; ANAGLYCOLYSIS-PWY ; GLYCOLYSIS-YEAST-PWY",181799.3671,128608.1688,127951.1716,122462.577,49375.4526,90483.0266,85313.2814,78289.0755,149631.5553,136257.7866,141631.1457,109026.1247
"167",98.9847,"C00266","M+K[1+]",59.9847,"C00266","GLYCOLALDEHYDE","empty",2.65361242747085e-05,-9.23974517842724,"map00040;map00630;map00750;map00790;map01100;map01120","PWY-6147 ; PWY-6612 ; FOLSYN-PWY ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY0-1280",181799.3671,128608.1688,127951.1716,122462.577,49375.4526,90483.0266,85313.2814,78289.0755,149631.5553,136257.7866,141631.1457,109026.1247
"168",227.0685,"C00475","M-NH3+H[1+]",243.0685,"C00475","CYTIDINE","empty",2.71796319965094e-05,9.20806699714489,"map00240;map01100;map02010","PWY-7185 ; PWY-7193 ; PWY-6556 ; PWY-7196 ; PWY-7195 ; PWY0-163",29583.2768,135274.9868,127626.94,119905.9489,160442.4233,128881.1728,144276.1106,15450.8734,22774.7947,15410.8069,21803.7791,18474.6994
"169",233.1501,"C01909","M+H2O+H[1+]",214.1501,"C01909","DETHIOBIOTIN","empty",3.25324772525392e-05,9.00529108720887,"map00780;map01100","PWY0-1507",6078.1734,135473.5958,140791.0465,35298.7741,57827.2516,139425.9224,121925.2759,3548.0433,3739.9543,1331.1368,1152.7392,5241.3568
"170",233.1501,"C00449","M-CO2+H[1+]",276.1501,"C00449","SACCHAROPINE","empty",3.25324772525392e-05,9.00529108720887,"map00300;map00310;map01100;map01110;map01130;map01230","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; LYSINE-AMINOAD-PWY",6078.1734,135473.5958,140791.0465,35298.7741,57827.2516,139425.9224,121925.2759,3548.0433,3739.9543,1331.1368,1152.7392,5241.3568
"171",144.0659,"ACETYL-GLU","M-HCOOH+H[1+]",189.0659,"C00624","ACETYL-GLU","empty",4.17711588245367e-05,8.70524192240001,"map00220;map01100;map01110;map01130;map01210;map01230","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; ARGSYNBSUB-PWY",4299.3035,23588.1345,19169.6793,16406.3908,13091.0632,13571.8235,17142.2741,3868.9904,3935.7599,3830.0019,4150.3122,4748.9757
"172",144.0659,"CPD-468","M-H2O+H[1+]",161.0659,"C00956","CPD-468","empty",4.17711588245367e-05,8.70524192240001,"map00300;map00310;map00311;map01100;map01110;map01130;map01210;map01230","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; LYSINE-AMINOAD-PWY",4299.3035,23588.1345,19169.6793,16406.3908,13091.0632,13571.8235,17142.2741,3868.9904,3935.7599,3830.0019,4150.3122,4748.9757
"173",144.0659,"CPD-667","M-H2O+H[1+]",161.0659,"C01077","CPD-667","empty",4.17711588245367e-05,8.70524192240001,"map00270;map01100;map01130","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-5344 ; HSERMETANA-PWY ; PWY-6293 ; PWY-821",4299.3035,23588.1345,19169.6793,16406.3908,13091.0632,13571.8235,17142.2741,3868.9904,3935.7599,3830.0019,4150.3122,4748.9757
"174",144.0659,"L-GLUTAMATE-5-P","M-HCOOK+H[1+]",227.0659,"C03287","L-GLUTAMATE-5-P","empty",4.17711588245367e-05,8.70524192240001,"map00330;map00332;map01100;map01110;map01130;map01230","PROSYN-PWY ; PWY-7942",4299.3035,23588.1345,19169.6793,16406.3908,13091.0632,13571.8235,17142.2741,3868.9904,3935.7599,3830.0019,4150.3122,4748.9757
"175",184.0881,"CPD-369","M(C13)+H[1+]",182.0881,"C01507","CPD-369","empty",4.17711588245367e-05,-8.71025007824552,"empty","PWY-6348 ; PWY-6952-1",7822.005,7568.4682,7680.4709,7598.942,3524.3009,5932.7541,5741.4519,3093.082,5787.9195,6326.9225,6485.995,4540.9583
"176",184.0881,"C00794","M(C13)+H[1+]",182.0881,"C00794","SORBITOL","empty",4.17711588245367e-05,-8.71025007824552,"map00051;map00052;map01100;map02010;map02060","PWY-6348 ; PWY-6952-1 ; PWY-4101",7822.005,7568.4682,7680.4709,7598.942,3524.3009,5932.7541,5741.4519,3093.082,5787.9195,6326.9225,6485.995,4540.9583
"177",288.062,"INDOLE-3-GLYCEROL-P","M+H[1+]",287.062,"C03506","INDOLE-3-GLYCEROL-P","empty",5.91059186632362e-05,8.35968363086442,"map00400;map00402;map00403;map01063;map01100;map01110;map01130;map01230","TRPSYN-PWY ; COMPLETE-ARO-YEAST-PWY",0,5130.7945,9136.6207,6583.1741,2113.4588,5862.8166,3985.136,0,0,0,0,0
"178",288.062,"DIHYDROKAEMPFEROL-CMPD","M[1+]",287.062,"empty","DIHYDROKAEMPFEROL-CMPD","DIHYDROKAEMPFEROL CMPD",5.91059186632362e-05,8.35968363086442,"empty","empty",0,5130.7945,9136.6207,6583.1741,2113.4588,5862.8166,3985.136,0,0,0,0,0
"179",138.0494,"C00262","M(C13)+H[1+]",136.0494,"C00262","HYPOXANTHINE","empty",6.77809181263039e-05,-8.20734519650925,"map00230;map01100","PWY0-1296 ; PWY-6610 ; PWY3O-2220 ; PWY3O-1",87647.5856,67448.7239,70102.2827,66931.9368,41679.3978,54435.338,55809.901,45730.1622,64389.9556,65545.6178,74891.8618,55867.5519
"180",385.13,"ADENOSYL-HOMO-CYS","M+H[1+]",384.13,"C00021","ADENOSYL-HOMO-CYS","empty",7.0009539416577e-05,-8.17143934364399,"map00270;map01100;map01230","PWY-6075 ; ERGOSTEROL-SYN-PWY ; PWY3O-19 ; ALL-CHORISMATE-YEAST-PWY ; PWY-7230 ; PWY-7235 ; PWY-6825 ; PWY-7375 ; PWY-7286 ; PWY-7283 ; PWY-7888 ; PWY-6829 ; PWY-7233 ; PWY-7546 ; PWY-5194 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-5041 ; METHIONINE-DEG1-PWY",110522.3133,39268.3584,44489.5597,45775.5817,10651.2754,30378.5221,19183.7196,51034.9728,99776.7117,70997.3103,71869.4103,49144.9619
"181",148.0609,"ACETYLSERINE","M+H[1+]",147.0609,"C00979","ACETYLSERINE","empty",7.98664716525738e-05,-8.03284000384219,"map00270;map00908;map00920;map00997;map01100;map01110;map01120;map01130;map01200;map01230;map04122","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367",80209.1138,63093.3473,56919.1444,67061.2128,47380.6034,66648.1319,57898.1617,60985.8453,75912.1686,76063.854,84783.1956,75799.0367
"182",148.0609,"GLT","M+H[1+]",147.0609,"C00025","GLT","empty",7.98664716525738e-05,-8.03284000384219,"map00220;map00250;map00330;map00332;map00340;map00430;map00471;map00480;map00524;map00630;map00650;map00660;map00860;map00910;map00970;map00997;map01060;map01064;map01100;map01110;map01120;map01130;map01200;map01210;map01230;map02010;map02020;map04068;map04072;map04080;map04216;map04540;map04713;map04720;map04721;map04723;map04724;map04727;map04730;map04742;map04964;map04974;map05014;map05016;map05017;map05030;map05031;map05033;map05034;map05230","MALATE-ASPARTATE-SHUTTLE-PWY ; ASPBIO-PWY ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; UDPNAGSYN-YEAST-PWY ; ALANINE-SYN2-PWY ; ALANINE-DEG3-PWY ; SERSYN-PWY ; SER-GLYSYN-PWY ; PWY-5081 ; PWY-6543 ; PWY3O-1874 ; PWY-6536 ; LYSINE-AMINOAD-PWY ; PWY-5653 ; NADSYN-PWY ; PWY3O-4107 ; PWY-5057 ; VALSYN-PWY ; PWY-5076 ; LEUSYN-PWY ; PWY3O-4112 ; ILEUSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; PWY-5078 ; PWY3O-4109 ; TRPSYN-PWY ; PWY-5079 ; ANAPHENOXI-PWY ; PHESYN ; PWY-7942 ; TYRSYN ; COMPLETE-ARO-YEAST-PWY ; PWY-5754 ; PWY-5886 ; PWY3O-4108 ; PROUT-PWY ; PWY-7185 ; PWY-7177 ; PWY-7176 ; PWY-7196 ; PWY-7208 ; PWY-6466 ; PWY-7221 ; PWY-7228 ; GLUTAMINDEG-PWY ; ASPARAGINE-BIOSYNTHESIS ; PYRIMID-RNTSYN-PWY ; PWY-7790 ; PWY-7559 ; ARG-PRO-PWY ; HISTSYN-PWY ; PWY-4061 ; PWY-6842-1 ; LYSDEGII-PWY ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY3O-64 ; PWYQT-4432 ; PWY-5921 ; TRNA-CHARGING-PWY ; GLNSYN-PWY ; PWY0-1305 ; PWY-7282 ; PWY-6121 ; PWY-841 ; PWY-6614 ; PWY-6612 ; FOLSYN-PWY ; PWY-2161 ; ARGSYNBSUB-PWY ; GLUTATHIONESYN-PWY ; PWY-4041 ; PWY3O-114 ; GLUGLNSYN-PWY ; PWY-6963 ; GLUTAMATE-DEG1-PWY ; PROSYN-PWY ; GLUTSYNIII-PWY",80209.1138,63093.3473,56919.1444,67061.2128,47380.6034,66648.1319,57898.1617,60985.8453,75912.1686,76063.854,84783.1956,75799.0367
"183",148.0609,"5-OXOPROLINE","M+H2O+H[1+]",129.0609,"C01879","5-OXOPROLINE","empty",7.98664716525738e-05,-8.03284000384219,"map00480;map01100","PWY-7942 ; PWY-4041",80209.1138,63093.3473,56919.1444,67061.2128,47380.6034,66648.1319,57898.1617,60985.8453,75912.1686,76063.854,84783.1956,75799.0367
"184",148.0609,"C01118","M-C3H4O2+H[1+]",219.0609,"C01118","O-SUCCINYL-L-HOMOSERINE","empty",7.98664716525738e-05,-8.03284000384219,"map00270;map00920;map01100;map01110;map01230","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-801 ; PWY-821 ; PWY-6293",80209.1138,63093.3473,56919.1444,67061.2128,47380.6034,66648.1319,57898.1617,60985.8453,75912.1686,76063.854,84783.1956,75799.0367
"185",148.0609,"PYRROLINE-HYDROXY-CARBOXYLATE","M+H2O+H[1+]",129.0609,"C04281","PYRROLINE-HYDROXY-CARBOXYLATE","empty",7.98664716525738e-05,-8.03284000384219,"map00330;map01100","empty",80209.1138,63093.3473,56919.1444,67061.2128,47380.6034,66648.1319,57898.1617,60985.8453,75912.1686,76063.854,84783.1956,75799.0367
"186",364.0659,"GMP","M+H[1+]",363.0659,"C00144","GMP","empty",8.06577085028617e-05,-8.0182147337398,"map00230;map01060;map01065;map01100;map01523;map04022;map04740;map04742;map04744","PWY-6620 ; PWY3O-743 ; PWY3O-1 ; PWY-7221 ; PWY-841 ; PWY-7228",30692.1684,13921.502,15540.7407,16017.0254,7344.4356,14128.6994,10789.5342,14506.0441,29309.6174,21760.4966,20074.2847,12498.9566
"187",413.1234,"FMN","M-CO2+H[1+]",456.1234,"C00061","FMN","empty",9.67076449214699e-05,7.83715205747734,"map00190;map00740;map00997;map01057;map01100;map01110;map04977","PWY-723 ; PWY-6168",0,13623.354,9999.7219,4471.0309,4226.2666,3854.181,5960.2991,0,0,0,0,0
"188",509.156,"CPD-11521","M(C13)+2H[2+]",1015.312,"NULL","CPD-11521","empty",9.84101652551014e-05,7.81610852776342,"empty","empty",3282.6024,72435.8946,146905.3477,260259.1813,22682.2629,123364.077,36650.3677,538.2149,5246.8925,4671.3349,3910.2966,474.4819
