"","Query.Mass","Matched.Compound","Matched.Form","Cpd.mass","KeggID","BiocycID","chem.name","p.value","t.score","keggpath","biocycpath","wt_L1","wt_H1","wt_H2","wt_H3","wt_H4","wt_H5","wt_H6","wt_L2","wt_L3","wt_L4","wt_L5","wt_L6"
"1",252.1083,"CH33ADO","M+H[1+]",251.1083,"C05198","CH33ADO","empty",1.34228837238665e-09,39.4684695670704,"empty","PWY-7286 ; PWY-7283 ; PWY-7382 ; PWY-7381 ; PWY-7386 ; PWY0-1507 ; PWY0-501",2715.3348,1015105.464,1101065.667,547479.2871,732639.622,667337.3225,555152.6281,3038.9951,4713.2385,3181.009,3137.2481,3888.4154
"2",252.1083,"C00559","M+H[1+]",251.1083,"C00559","empty","empty",1.34228837238665e-09,39.4684695670704,"map00230;map01100;map02010","empty",2715.3348,1015105.464,1101065.667,547479.2871,732639.622,667337.3225,555152.6281,3038.9951,4713.2385,3181.009,3137.2481,3888.4154
"3",252.1083,"DIHYDRONEOPTERIN-P","M-HCOOK+H[1+]",335.1083,"C05925","DIHYDRONEOPTERIN-P","empty",1.34228837238665e-09,39.4684695670704,"map00790;map01100","PWY-6147 ; PWY-6612 ; FOLSYN-PWY",2715.3348,1015105.464,1101065.667,547479.2871,732639.622,667337.3225,555152.6281,3038.9951,4713.2385,3181.009,3137.2481,3888.4154
"4",252.1083,"NICOTINAMIDE_NUCLEOTIDE","M-HCOOK+H[1+]",335.1083,"C00455","NICOTINAMIDE_NUCLEOTIDE","empty",1.34228837238665e-09,39.4684695670704,"map00760;map01100","PERIPLASMA-NAD-DEGRADATION ; PWY3O-4106",2715.3348,1015105.464,1101065.667,547479.2871,732639.622,667337.3225,555152.6281,3038.9951,4713.2385,3181.009,3137.2481,3888.4154
"5",220.082,"C01118","M+H[1+]",219.082,"C01118","O-SUCCINYL-L-HOMOSERINE","empty",1.9432019727023e-09,33.203677951689,"map00270;map00920;map01100;map01110;map01230","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY-7119 ; PWY-7367 ; PWY-801 ; PWY-821 ; PWY-6293",2139.2787,337927.1553,381593.8,259439.5076,185305.8215,182562.4908,176271.1379,1848.5164,3004.7044,4483.0804,3887.2485,1702.0145
"6",220.082,"DIHYDRO-NEO-PTERIN","M-H4O2+H[1+]",255.082,"C04874","DIHYDRO-NEO-PTERIN","empty",1.9432019727023e-09,33.203677951689,"map00790;map01100","PWY-6147 ; PWY-6612 ; FOLSYN-PWY",2139.2787,337927.1553,381593.8,259439.5076,185305.8215,182562.4908,176271.1379,1848.5164,3004.7044,4483.0804,3887.2485,1702.0145
"7",220.082,"N2-SUCCINYLGLUTAMATE","M-CO+H[1+]",247.082,"empty","N2-SUCCINYLGLUTAMATE","N2 SUCCINYLGLUTAMATE",1.9432019727023e-09,33.203677951689,"empty","empty",2139.2787,337927.1553,381593.8,259439.5076,185305.8215,182562.4908,176271.1379,1848.5164,3004.7044,4483.0804,3887.2485,1702.0145
"8",220.082,"NICOTINAMIDE_RIBOSE","M-H4O2+H[1+]",255.082,"C03150","NICOTINAMIDE_RIBOSE","empty",1.9432019727023e-09,33.203677951689,"map00760;map01100;map04212","PWY3O-96 ; PWY3O-4106",2139.2787,337927.1553,381593.8,259439.5076,185305.8215,182562.4908,176271.1379,1848.5164,3004.7044,4483.0804,3887.2485,1702.0145
"9",270.092,"C00294","M(C13)+H[1+]",268.092,"C00294","INOSINE","empty",1.9432019727023e-09,35.0605216549924,"map00230;map01100;map02010","PWY0-1296 ; PWY3O-2220 ; PWY3O-1",17780.5258,142122.0966,154191.0956,153707.8052,87379.9799,132371.6656,113741.049,10591.3117,16598.8102,16972.3182,19649.3165,15305.0221
"10",343.1242,"ALPHA-MALTOSE","M+H[1+]",342.1242,"C00208","ALPHA-MALTOSE","ALPHA MALTOSE",1.9432019727023e-09,32.3702991708503,"map00500;map01100;map01110;map02010;map02030;map02060;map04742;map04973","empty",1834.4196,197920.1742,160101.8799,164214.7542,70069.5489,81095.1843,118533.6048,648.5304,1517.0929,504.6743,1174.1882,861.818
"11",343.1242,"MALTOSE","M+H[1+]",342.1242,"C00208","MALTOSE","MALTOSE",1.9432019727023e-09,32.3702991708503,"map00500;map01100;map01110;map02010;map02030;map02060;map04742;map04973","empty",1834.4196,197920.1742,160101.8799,164214.7542,70069.5489,81095.1843,118533.6048,648.5304,1517.0929,504.6743,1174.1882,861.818
"12",343.1242,"C00089","M+H[1+]",342.1242,"C00089","SUCROSE","empty",1.9432019727023e-09,32.3702991708503,"map00052;map00500;map01100;map01110;map02010;map02060;map04742;map04973","PWY-621",1834.4196,197920.1742,160101.8799,164214.7542,70069.5489,81095.1843,118533.6048,648.5304,1517.0929,504.6743,1174.1882,861.818
"13",343.1242,"C01083","M+H[1+]",342.1242,"C01083","TREHALOSE","empty",1.9432019727023e-09,32.3702991708503,"map00500;map01100;map01110;map02010;map02060","PWY-881 ; TRESYN-PWY ; PWY0-1466 ; PWY0-1182 ; PWY-6981",1834.4196,197920.1742,160101.8799,164214.7542,70069.5489,81095.1843,118533.6048,648.5304,1517.0929,504.6743,1174.1882,861.818
"14",349.0743,"AMP","M(C13)+H[1+]",347.0743,"C00020","AMP","empty",1.9432019727023e-09,-32.4819832638079,"map00230;map00908;map01060;map01065;map01070;map01100;map01110;map01130;map01523;map04022;map04024;map04068;map04150;map04151;map04152;map04211;map04740;map04742;map04923;map04924;map04925;map04927;map04928;map04934;map05012;map05032","PWY-7118 ; PWY0-1313 ; PWY66-21 ; PWY-6908 ; PWY-7356 ; PWY-6898 ; PWY-6909 ; PWY0-662 ; PANTO-PWY ; PWY-5653 ; NADSYN-PWY ; PWY3O-4107 ; PWY-6147 ; PWY-6612 ; FOLSYN-PWY ; PWY-4984 ; ARGSYNBSUB-PWY ; PWY-6619 ; YEAST-FAO-PWY ; PWY-7288 ; PWY-5143 ; PWY-7221 ; PWY-7228 ; PWY-7546 ; ASPARAGINE-BIOSYNTHESIS ; PWY-7511-1 ; LYSINE-AMINOAD-PWY ; PWY-6689 ; PWY-7891 ; PWY-7985 ; PWY0-1264 ; PWY0-1587 ; PWY0-522 ; PWY-7119 ; TRNA-CHARGING-PWY ; PWY-5921 ; PWY-7888 ; PWY-7851 ; PWY-7899 ; PERIPLASMA-NAD-DEGRADATION ; PWY-7219 ; PWY-841 ; PWY-7229 ; PWY-6610 ; PWY3O-2220 ; PWY3O-1",102979.953,7713.3135,8717.9318,8662.7057,3771.5838,6606.5621,6059.2458,49283.0758,92888.268,67723.373,76560.3701,50572.4446
"15",138.0493,"C00262","M(C13)+H[1+]",136.0493,"C00262","HYPOXANTHINE","empty",3.03167535835081e-09,29.0036556317933,"map00230;map01100","PWY0-1296 ; PWY-6610 ; PWY3O-2220 ; PWY3O-1",5342.6433,58830.8948,64959.9356,65490.8129,36418.5989,54669.7516,50692.6577,2908.8758,5298.1458,5693.5744,6571.4408,5216.7075
"16",181.0712,"ALPHA-D-GALACTOSE","M+H[1+]",180.0712,"C00984","ALPHA-D-GALACTOSE","empty",3.03167535835081e-09,28.8563626647909,"map00052;map00520;map01100","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY66-422",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"17",181.0712,"ALPHA-GLUCOSE","M+H[1+]",180.0712,"C00267","ALPHA-GLUCOSE","empty",3.03167535835081e-09,28.8563626647909,"map00010;map00051;map00052;map00520;map01060;map01061;map01062;map01063;map01064;map01065;map01066;map01070;map01100;map01110;map01120;map01130;map01200;map04964","PWY-7918 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-5941 ; PWY3O-3827 ; PWY0-1182 ; PWY-6981 ; PWY-621 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY0-1466",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"18",181.0712,"BETA-D-FRUCTOSE","M+H[1+]",180.0712,"C02336","BETA-D-FRUCTOSE","empty",3.03167535835081e-09,28.8563626647909,"map00520","PWY-621 ; PWY-4101 ; PWY3O-0",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"19",181.0712,"CPD-13559","M+H[1+]",180.0712,"C00936","CPD-13559","empty",3.03167535835081e-09,28.8563626647909,"empty","PWY3O-1743 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"20",181.0712,"CPD-9569","M+H[1+]",180.0712,"empty","CPD-9569","empty",3.03167535835081e-09,28.8563626647909,"empty","empty",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"21",181.0712,"GALACTOSE","M+H[1+]",180.0712,"C00962","GALACTOSE","empty",3.03167535835081e-09,28.8563626647909,"empty","PWY-7269 ; PWY-7245 ; PWY-7269-YEAST ; PWY66-422",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"22",181.0712,"GLC","M+H[1+]",180.0712,"C00221","GLC","empty",3.03167535835081e-09,28.8563626647909,"map00010;map00030;map01100;map01110;map01120;map01130;map01200","PWY0-1466 ; PWY-7918 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-5941 ; PWY3O-3827 ; PWY0-1182 ; PWY-6981 ; PWY-621 ; PWY-7269 ; PWY-7245 ; PWY-7269-YEAST",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"23",181.0712,"C00137","M+H[1+]",180.0712,"C00137","MYO-INOSITOL","empty",3.03167535835081e-09,28.8563626647909,"map00052;map00053;map00521;map00562;map01100;map01110;map01120;map01130;map02010;map04070","PWY-2301 ; PWY-6348 ; PWY-6952-1 ; PWY-6352 ; PWY-7625 ; PWY3O-242 ; PWY-6351",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"24",181.0712,"C05512","M-C3H4O2+H[1+]",252.0712,"C05512","empty","empty",3.03167535835081e-09,28.8563626647909,"map00230;map01100;map02010","empty",10477.4205,644946.1956,570733.0425,565798.7312,439362.0206,387758.1834,535018.2058,11209.3853,13028.6685,9681.3503,11269.7061,14513.4728
"25",290.0763,"DIHYDROKAEMPFEROL-CMPD","M(C13)+H[1+]",288.0763,"empty","DIHYDROKAEMPFEROL-CMPD","DIHYDROKAEMPFEROL CMPD",3.03167535835081e-09,29.4508486526136,"empty","empty",0,172759.8262,180173.7356,114161.0563,169134.1549,88910.0139,189927.412,0,0,0,0,0
"26",290.0763,"LEUCOPELARGONIDIN-CMPD","M[1+]",289.0763,"empty","LEUCOPELARGONIDIN-CMPD","LEUCOPELARGONIDIN CMPD",3.03167535835081e-09,29.4508486526136,"empty","empty",0,172759.8262,180173.7356,114161.0563,169134.1549,88910.0139,189927.412,0,0,0,0,0
"27",348.071,"AMP","M+H[1+]",347.071,"C00020","AMP","empty",3.87255800569996e-09,-27.573451517865,"map00230;map00908;map01060;map01065;map01070;map01100;map01110;map01130;map01523;map04022;map04024;map04068;map04150;map04151;map04152;map04211;map04740;map04742;map04923;map04924;map04925;map04927;map04928;map04934;map05012;map05032","PWY-7118 ; PWY0-1313 ; PWY66-21 ; PWY-6908 ; PWY-7356 ; PWY-6898 ; PWY-6909 ; PWY0-662 ; PANTO-PWY ; PWY-5653 ; NADSYN-PWY ; PWY3O-4107 ; PWY-6147 ; PWY-6612 ; FOLSYN-PWY ; PWY-4984 ; ARGSYNBSUB-PWY ; PWY-6619 ; YEAST-FAO-PWY ; PWY-7288 ; PWY-5143 ; PWY-7221 ; PWY-7228 ; PWY-7546 ; ASPARAGINE-BIOSYNTHESIS ; PWY-7511-1 ; LYSINE-AMINOAD-PWY ; PWY-6689 ; PWY-7891 ; PWY-7985 ; PWY0-1264 ; PWY0-1587 ; PWY0-522 ; PWY-7119 ; TRNA-CHARGING-PWY ; PWY-5921 ; PWY-7888 ; PWY-7851 ; PWY-7899 ; PERIPLASMA-NAD-DEGRADATION ; PWY-7219 ; PWY-841 ; PWY-7229 ; PWY-6610 ; PWY3O-2220 ; PWY3O-1",764030.9975,72419.2598,81122.837,84836.8402,39516.9856,64423.7344,59198.861,377355.9081,676707.5655,496237.0524,551004.0036,365362.2469
"28",348.071,"CAMP","M+H2O+H[1+]",329.071,"C00575","CAMP","empty",3.87255800569996e-09,-27.573451517865,"map00230;map01100;map01522;map02025;map02026;map04010;map04014;map04015;map04020;map04022;map04024;map04062;map04072;map04111;map04113;map04114;map04211;map04213;map04261;map04270;map04340;map04361;map04371;map04540;map04611;map04670;map04710;map04713;map04714;map04720;map04723;map04724;map04725;map04726;map04727;map04728;map04740;map04742;map04750;map04910;map04911;map04912;map04913;map04914;map04915;map04916;map04918;map04919;map04921;map04922;map04923;map04924;map04925;map04926;map04927;map04928;map04934;map04935;map04960;map04961;map04962;map04970;map04971;map04972;map04976;map05012;map05020;map05030;map05031;map05032;map05034;map05110;map05111;map05133;map05142;map05146;map05165;map05166;map05200;map05414","empty",764030.9975,72419.2598,81122.837,84836.8402,39516.9856,64423.7344,59198.861,377355.9081,676707.5655,496237.0524,551004.0036,365362.2469
"29",423.0907,"CPD-14767","M+H[1+]",422.0907,"NULL","CPD-14767","empty",5.86225086713967e-09,26.0722634942766,"empty","PWY-7119 ; PWY-6348 ; PWY-6952-1",5047.4615,231648.5955,240590.2804,278916.5981,83968.0836,193012.309,104845.9195,2231.0643,3415.4433,3264.9076,3738.514,2703.7001
"30",423.0907,"SUCROSE-6P","M+H[1+]",422.0907,"empty","SUCROSE-6P","SUCROSE 6P",5.86225086713967e-09,26.0722634942766,"empty","empty",5047.4615,231648.5955,240590.2804,278916.5981,83968.0836,193012.309,104845.9195,2231.0643,3415.4433,3264.9076,3738.514,2703.7001
"31",423.0907,"TREHALOSE-6P","M+H[1+]",422.0907,"C00689","TREHALOSE-6P","empty",5.86225086713967e-09,26.0722634942766,"map00500;map01100;map01110;map02060;map04723","PWY-881 ; TRESYN-PWY",5047.4615,231648.5955,240590.2804,278916.5981,83968.0836,193012.309,104845.9195,2231.0643,3415.4433,3264.9076,3738.514,2703.7001
"32",243.027,"1-L-MYO-INOSITOL-1-P","M-H2O+H[1+]",260.027,"C04006","1-L-MYO-INOSITOL-1-P","empty",6.95492388712485e-09,25.3855163365348,"map00521;map00562;map01100;map01110;map01130;map04070","PWY-6348 ; PWY-6952-1 ; PWY-2301",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"33",243.027,"3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P","M-HCOOH+H[1+]",288.027,"C04691","3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P","empty",6.95492388712485e-09,25.3855163365348,"map00400;map01070;map01100;map01110;map01130;map01230","PWY-6164 ; ARO-PWY ; COMPLETE-ARO-YEAST-PWY ; ALL-CHORISMATE-YEAST-PWY",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"34",243.027,"ALPHA-GLC-6-P","M-H2O+H[1+]",260.027,"C00668","ALPHA-GLC-6-P","empty",6.95492388712485e-09,25.3855163365348,"map00010;map00030;map00052;map00520;map01060;map01061;map01063;map01064;map01065;map01066;map01070;map01100;map01110;map01120;map01130;map01200;map04152;map04922","PWY3O-3827 ; PWY0-1182 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565 ; PWY-881 ; TRESYN-PWY ; OXIDATIVEPENT-PWY ; PENTOSE-P-PWY ; PWY-7268 ; PWY-7245 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; PWY-5659 ; PWY-621 ; GLYCOLYSIS-YEAST-PWY ; GLUCONEO-YEAST-PWY ; PWY-2301",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"35",243.027,"CPD-448","M-H2O+H[1+]",260.027,"empty","CPD-448","empty",6.95492388712485e-09,25.3855163365348,"empty","empty",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"36",243.027,"CPD-9451","M+HCOOK[1+]",158.027,"C02631","CPD-9451","empty",6.95492388712485e-09,25.3855163365348,"map00290;map01110;map01210","LEUSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"37",243.027,"D-HEXOSE-6-PHOSPHATE","M-H2O+H[1+]",260.027,"C02965","D-HEXOSE-6-PHOSPHATE","empty",6.95492388712485e-09,25.3855163365348,"empty","empty",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"38",243.027,"D-MYO-INOSITOL-1-MONOPHOSPHATE","M-H2O+H[1+]",260.027,"C01177","D-MYO-INOSITOL-1-MONOPHOSPHATE","empty",6.95492388712485e-09,25.3855163365348,"map00562;map01100;map02010;map04070","PWY-7119 ; PWY-6348 ; PWY-6952-1",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"39",243.027,"FRU1P","M-H2O+H[1+]",260.027,"NULL","FRU1P","empty",6.95492388712485e-09,25.3855163365348,"empty","empty",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"40",243.027,"FRUCTOSE-6P","M-H2O+H[1+]",260.027,"NULL","FRUCTOSE-6P","empty",6.95492388712485e-09,25.3855163365348,"empty","PWY-5659 ; MANNCAT-PWY ; PWY3O-123 ; PWY3O-1743 ; GLUCONEO-YEAST-PWY ; NONOXIPENT-PWY ; PENTOSE-P-PWY ; PWY-621 ; PWY-4101 ; PWY3O-0 ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; UDPNAGSYN-YEAST-PWY ; PWY66-423 ; ANAGLYCOLYSIS-PWY ; GLYCOLYSIS-YEAST-PWY",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"41",243.027,"GALACTOSE-1P","M-H2O+H[1+]",260.027,"C00446","GALACTOSE-1P","empty",6.95492388712485e-09,25.3855163365348,"map00052;map00520;map01100","PWY66-422",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"42",243.027,"GLC-1-P","M-H2O+H[1+]",260.027,"C00103","GLC-1-P","empty",6.95492388712485e-09,25.3855163365348,"map00010;map00040;map00052;map00500;map00520;map00521;map00523;map00525;map00561;map01060;map01100;map01110;map01120;map01130;map04922","PWY-6981 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"43",243.027,"GLC-6-P","M-H2O+H[1+]",260.027,"C01172","GLC-6-P","empty",6.95492388712485e-09,25.3855163365348,"map00010;map00030;map01100;map01110;map01120;map01130;map01200;map04152;map04922","PWY3O-3827 ; PWY0-1182 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565 ; PWY-881 ; TRESYN-PWY ; OXIDATIVEPENT-PWY ; PENTOSE-P-PWY ; PWY-7268 ; PWY-7245 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; PWY-5659 ; PWY-621 ; GLYCOLYSIS-YEAST-PWY ; GLUCONEO-YEAST-PWY ; PWY-2301",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"44",243.027,"MANNOSE-1P","M-H2O+H[1+]",260.027,"C00636","MANNOSE-1P","empty",6.95492388712485e-09,25.3855163365348,"map00051;map00520;map01059;map01100;map01110;map01130","PWY-5659 ; PWY3O-123",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"45",243.027,"MANNOSE-6P","M-H2O+H[1+]",260.027,"C00275","MANNOSE-6P","empty",6.95492388712485e-09,25.3855163365348,"map00051;map00520;map01100;map01110;map01130;map02060;map04142","PWY-5659 ; MANNCAT-PWY ; PWY3O-123 ; PWY3O-1743",4973.5718,239844.4436,243828.059,306423.1132,83319.6072,207720.9574,128970.3746,1885.4321,5221.7885,4526.9847,4595.2844,4039.5285
"46",269.0887,"C00294","M+H[1+]",268.0887,"C00294","INOSINE","empty",8.51919637357093e-09,24.7953345526061,"map00230;map01100;map02010","PWY0-1296 ; PWY3O-2220 ; PWY3O-1",180277.9263,1791975.163,1985225.999,2004671.457,1032520.628,1588685.203,1383444.626,102199.1938,170954.3208,177216.8954,210012.9703,153293.208
"47",270.1187,"CH33ADO","M+H2O+H[1+]",251.1187,"C05198","CH33ADO","empty",3.19028574108514e-08,21.2290053362974,"empty","PWY-7286 ; PWY-7283 ; PWY-7382 ; PWY-7381 ; PWY-7386 ; PWY0-1507 ; PWY0-501",0,18914.1477,21561.5963,21397.3587,9130.5539,8495.1657,10955.0751,0,0,0,0,0
"48",270.1187,"C00559","M+H2O+H[1+]",251.1187,"C00559","empty","empty",3.19028574108514e-08,21.2290053362974,"map00230;map01100;map02010","empty",0,18914.1477,21561.5963,21397.3587,9130.5539,8495.1657,10955.0751,0,0,0,0,0
"49",270.1187,"DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR","M-HCOOK+H[1+]",353.1187,"C01304","DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR","empty",3.19028574108514e-08,21.2290053362974,"map00740;map00790;map01100;map01110","PWY-6168",0,18914.1477,21561.5963,21397.3587,9130.5539,8495.1657,10955.0751,0,0,0,0,0
"50",283.0194,"1-L-MYO-INOSITOL-1-P","M+Na[1+]",261.0194,"C04006","1-L-MYO-INOSITOL-1-P","empty",3.45750794876591e-08,21.0061120024896,"map00521;map00562;map01100;map01110;map01130;map04070","PWY-6348 ; PWY-6952-1 ; PWY-2301",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"51",283.0194,"ALPHA-GLC-6-P","M+Na[1+]",261.0194,"C00668","ALPHA-GLC-6-P","empty",3.45750794876591e-08,21.0061120024896,"map00010;map00030;map00052;map00520;map01060;map01061;map01063;map01064;map01065;map01066;map01070;map01100;map01110;map01120;map01130;map01200;map04152;map04922","PWY3O-3827 ; PWY0-1182 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565 ; PWY-881 ; TRESYN-PWY ; OXIDATIVEPENT-PWY ; PENTOSE-P-PWY ; PWY-7268 ; PWY-7245 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; PWY-5659 ; PWY-621 ; GLYCOLYSIS-YEAST-PWY ; GLUCONEO-YEAST-PWY ; PWY-2301",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"52",283.0194,"CPD-448","M+Na[1+]",261.0194,"empty","CPD-448","empty",3.45750794876591e-08,21.0061120024896,"empty","empty",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"53",283.0194,"D-HEXOSE-6-PHOSPHATE","M+Na[1+]",261.0194,"C02965","D-HEXOSE-6-PHOSPHATE","empty",3.45750794876591e-08,21.0061120024896,"empty","empty",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"54",283.0194,"D-MYO-INOSITOL-1-MONOPHOSPHATE","M+Na[1+]",261.0194,"C01177","D-MYO-INOSITOL-1-MONOPHOSPHATE","empty",3.45750794876591e-08,21.0061120024896,"map00562;map01100;map02010;map04070","PWY-7119 ; PWY-6348 ; PWY-6952-1",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"55",283.0194,"FRU1P","M+Na[1+]",261.0194,"NULL","FRU1P","empty",3.45750794876591e-08,21.0061120024896,"empty","empty",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"56",283.0194,"FRUCTOSE-6P","M+Na[1+]",261.0194,"NULL","FRUCTOSE-6P","empty",3.45750794876591e-08,21.0061120024896,"empty","PWY-5659 ; MANNCAT-PWY ; PWY3O-123 ; PWY3O-1743 ; GLUCONEO-YEAST-PWY ; NONOXIPENT-PWY ; PENTOSE-P-PWY ; PWY-621 ; PWY-4101 ; PWY3O-0 ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; UDPNAGSYN-YEAST-PWY ; PWY66-423 ; ANAGLYCOLYSIS-PWY ; GLYCOLYSIS-YEAST-PWY",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"57",283.0194,"GALACTOSE-1P","M+Na[1+]",261.0194,"C00446","GALACTOSE-1P","empty",3.45750794876591e-08,21.0061120024896,"map00052;map00520;map01100","PWY66-422",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"58",283.0194,"GLC-1-P","M+Na[1+]",261.0194,"C00103","GLC-1-P","empty",3.45750794876591e-08,21.0061120024896,"map00010;map00040;map00052;map00500;map00520;map00521;map00523;map00525;map00561;map01060;map01100;map01110;map01120;map01130;map04922","PWY-6981 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
"59",283.0194,"GLC-6-P","M+Na[1+]",261.0194,"C01172","GLC-6-P","empty",3.45750794876591e-08,21.0061120024896,"map00010;map00030;map01100;map01110;map01120;map01130;map01200;map04152;map04922","PWY3O-3827 ; PWY0-1182 ; PWY-5941 ; PWY-7343 ; PWY66-422 ; PWY3O-1565 ; PWY-881 ; TRESYN-PWY ; OXIDATIVEPENT-PWY ; PENTOSE-P-PWY ; PWY-7268 ; PWY-7245 ; ANAGLYCOLYSIS-PWY ; UDPNACETYLGALSYN-PWY ; PWY-6981 ; PWY-5659 ; PWY-621 ; GLYCOLYSIS-YEAST-PWY ; GLUCONEO-YEAST-PWY ; PWY-2301",4855.9984,83895.0578,97639.9547,115493.7663,40823.3521,97211.2581,58926.271,2848.6229,5989.802,4036.3264,5962.8517,4288.0584
