"m.z","p.value","t.score"
258.1106,0.712635335770782,-0.43938132611249
259.0718,0.000858786578849841,-5.6512958980922
259.0898,0.000810249076971375,5.71437054597609
259.0964,0.0366508794525126,-2.76317355863286
259.1042,0.873924302582595,-0.197709044108735
259.1294,0.219137981155253,-1.46433439905576
260.0534,1.57276849583738e-07,17.645788984974
260.1976,0.00206590822350077,-4.90630005346445
261.0091,0.0148633187603227,-3.41979202346106
261.1087,0.00292391795625856,-4.62100649922707
261.1562,0.000771580194155708,-5.75272463808478
261.1563,3.5348831889853e-05,8.90211201779521
262.1038,0.00231789103538823,-4.81272881270898
262.1401,0.000221539513723917,-6.96296537734802
262.1596,0.0169048827387162,3.32590771960755
263.0598,0.133990236220489,-1.83378600533342
263.088,0.000575215426116006,-6.03593247395561
263.0966,0.0892345355986104,-2.12998767081427
264.0351,0.000144703034380285,-7.38763909163387
264.0945,0.490328690979034,0.807562330766576
264.0946,0.977244646943184,-0.0325339908218356
265.1121,0.0380948749196113,-2.73234113199565
265.1763,7.59455015206527e-06,10.7995986471927
266.0341,0.000644473439836036,-5.92995846516314
266.1125,0.399547472672031,0.990783848147994
266.1154,0.0147707229813959,-3.42469696679756
266.1241,1.60547298931734e-06,13.2793290395747
266.1505,0.15392057282248,-1.73154644447282
266.9655,0.00563222230936427,-4.12689837127723
267.1279,0.388941955962604,-1.01441411237925
268.1031,5.3654073197454e-06,11.2844635783333
268.1047,6.31780839052128e-07,-14.8247206692929
268.1185,0.0527239563546431,2.4886030770949
268.6108,0.000373107078451041,6.46294435191053
268.6808,0.0014109099270155,-5.22587656874527
269.0306,0.642490337301873,-0.54932445175018
269.0887,8.51919637357093e-09,24.7953345526061
269.1079,1.24355325481496e-05,-10.1567508084415
269.1614,0.0129704762595709,-3.51239962058986
270.092,1.9432019727023e-09,35.0605216549924
270.1187,3.19028574108514e-08,21.2290053362974
272.0211,0.0193390386547341,-3.22732021401232
272.0919,0.314138409171044,1.18569367167806
272.1369,0.140159009191858,-1.80031112804785
272.1862,0.146535153088413,-1.76830115627835
273.0403,1.10677873867158e-06,-13.9412073417898
273.5711,0.000876745187470427,5.6337760777517
275.0385,0.0642236779591136,-2.35747426246869
276.1196,0.00114768002594246,-5.39994975960842
276.1558,0.000308885225682846,-6.64933332868909
276.156,0.0347371905387624,-2.80098138773104
276.1671,0.0286459672307565,-2.94148757455635
276.9873,0.444861506918303,-0.897564813996268
277.0461,0.042885867253373,2.64615291390087
277.1036,0.0277833253000889,-2.96734018488618
277.14,0.0947052669361749,-2.086805028996
277.9946,0.00160025595511584,-5.12588645790437
278.1431,0.0761804352168326,-2.239346436916
278.5731,0.00516591176701625,-4.19025518226801
279.0482,2.28287228693785e-06,12.6676034405183
279.1382,0.55160634467064,-0.698030583714295
280.1008,0.0110257826530026,-3.63179281501714
280.1033,0.0180073806632235,3.27721824019986
280.1398,3.00463766577903e-08,21.4632608862482
280.9959,3.29410211673074e-06,12.0206998715622
281.0711,0.00355406805039534,4.47757461080342
281.8624,0.0264842728044619,3.0044696613148
282.119,2.81879604200929e-09,30.4278182103876
282.1203,0.00935086972064076,-3.74182761096209
282.1204,1.25489703935593e-05,-10.1380590442772
283.0194,3.45750794876591e-08,21.0061120024896
283.0867,0.000678963541690659,5.86581725514981
284.0996,0.0642113425751528,-2.35840607988036
285.009,1.45008527658368e-05,9.95435256390595
285.016,0.0445940489303482,-2.6163115914694
285.1198,1.19086756683102e-05,-10.2312520869557
286.0515,0.746140265977958,-0.389430736475026
286.9255,0.000453760628441339,-6.26312928106278
287.0643,3.79209249007762e-07,15.7763470985179
288.062,5.91059186632362e-05,8.35968363086442
288.1108,0.177801473988564,1.62324687288761
288.2036,0.000237255251798025,-6.89033409857898
288.2038,0.00738171285401381,-3.9158585006351
288.9638,0.0886144117227319,-2.13491007491596
289.0501,0.0233120256056324,-3.09374268866052
289.0573,0.577130496438232,-0.654140951486327
290.0763,3.03167535835081e-09,29.4508486526136
290.1352,0.0295937064648069,-2.91776921502886
290.1463,0.00201854483705595,-4.92670047622497
290.6002,0.0403832659415352,-2.69106277692535
290.8477,0.360482296842163,-1.07645488088514
291.1346,0.274031744162981,1.29393469937494
291.1555,2.41795701115387e-07,16.6373793753
292.1034,0.0465347251969653,2.58622755117542
292.1984,0.0224542744271616,-3.12209537161391
292.374,0.18593869806454,1.58988025849282
293.1171,0.00567471139013181,-4.11771473412249
293.1713,2.70865522401944e-06,12.3538565144937
294.0037,3.74286596798513e-08,20.7889690011673
294.119,1.9432019727023e-09,33.1833024881427
294.1555,1.68229345829517e-08,23.0087430717894
296.0702,0.000317866373611789,-6.61891402434795
296.0982,1.49663039866591e-08,23.3490039594574
296.1347,2.49293330013761e-06,12.5352473615767
296.1399,0.217513687379992,-1.47131592696937
296.2478,0.000652394656106329,-5.91227019474621
297.0368,0.0572825002272823,-2.43582137340502
297.1088,0.000469774027961612,-6.21719185569373
297.1386,0.167598652325427,-1.66760850352851
297.1799,2.52630296639604e-07,16.5070756402723
298.0625,6.90356497471146e-06,10.9211587729873
298.0961,0.170117362172332,1.65632596397747
298.0976,0.000843692702702528,-5.6718684079546
298.1154,0.00129130729697616,-5.30716304284402
298.2637,0.00563222230936427,-4.1280773655887
299.035,0.000120320621902304,7.59127947062944
299.1009,0.00132303086775988,-5.27727833557878
299.122,0.0401187567273181,-2.695797721374
299.9476,4.85877286304856e-05,-8.55258977211101
300.1295,0.0141460730813812,-3.45284021894526
301.9859,0.000552187216955667,-6.07858847499223
302.306,0.792841034712921,-0.319157793003552
304.0457,0.0309378242244991,-2.87816897431721
304.1618,0.0266391252229489,-3.00003715296625
305.0297,0.0717931107567803,-2.28311129739952
305.1349,0.0609112364537986,2.39507394295405
306.1302,0.0183687465862419,-3.2632439890476
307.0481,0.309329376457386,-1.19860606945501
307.0839,0.0173811639660047,-3.30490393131561
307.1229,0.0213720736311255,-3.16187081524454
307.1463,0.11119094138108,-1.96554670977537
307.7335,0.18593869806454,-1.58917609936343
307.799,0.933436794650912,-0.104635012874049
307.9913,0.0258751216662611,-3.02013895752464
308.0866,0.00512191181957637,-4.1971739498204
308.0916,0.395809047232179,-0.999999999999999
308.0917,0.00318256637365467,4.56388663252285
308.1711,0.00491001782822955,4.23000294340474
308.3855,0.82451523843037,-0.265875331307535
308.4481,0.185535266466742,-1.59199390464856
308.9491,0.00378971992855638,-4.42882300195314
309.0946,0.0044338587972571,-4.30481624131205
309.1256,0.190117723480555,-1.57217649690151
309.1299,2.07671212649627e-08,22.4004145844843
309.1387,0.0478777858572539,-2.56356395918886
309.1662,4.06244039067016e-08,20.5694920609455
309.818,7.37684040200929e-05,8.11153579124083
310.0873,0.0278669645355843,-2.96457892345908
310.1139,5.33185758916329e-09,26.4205760734099
310.1767,0.0352141631037584,-2.78927786382321
310.4101,0.000727006678924785,5.80987813428231
310.68,0.283479106249018,-1.26803689753602
311.0791,0.0299753621751354,-2.90505148370331
311.0914,0.0659353917328273,-2.34003048149147
311.2586,0.000841936755462668,-5.67597597633837
312.1118,5.94198474612426e-06,11.1192837660614
313.1211,0.000727006678924785,5.81194338441162
314.0853,0.812199561497968,0.288454480211094
314.1087,1.71173155664112e-06,13.1390740717006
314.1505,0.919953790723526,0.127998398601933
316.1374,3.05756648332631e-05,9.07652825669115
316.2126,0.0517034442683982,-2.50505861343148
316.9951,4.01526135652155e-07,15.6582592262378
317.1155,0.0617132394854355,-2.38494010353821
317.4664,0.254478092080814,-1.35229316627246
318.0613,0.0062315270834255,-4.03890869143431
318.1302,4.10714256203223e-09,27.3090911985086
318.301,0.0517576066345737,-2.50360356316943
320.0919,0.822147008827064,-0.269888903636255
320.8794,0.0486386017617515,-2.55178542095706
321.0442,0.419156861650022,-0.951197562918263
321.0542,4.31785805922836e-06,11.6239658124581
322.0875,0.170984687722557,-1.65217587875637
322.52,0.912005271797764,0.140728226653328
