Sample,wt_H1,wt_L4,wt_L5,wt_L6,wt_H2,wt_H3,wt_H4,wt_H5,wt_H6,wt_L1,wt_L2,wt_L3
Label,wt_H,wt_L,wt_L,wt_L,wt_H,wt_H,wt_H,wt_H,wt_H,wt_L,wt_L,wt_L
475.2651,0,534.2700106,345.4517024,665.890977,672.3622748,0,518.2134384,373.2379536,541.9721089,0,2161.437557,0
800.4442,114077.3489,95575.60341,63502.31087,101724.2664,97644.10176,104524.7984,65732.20605,81220.96495,87654.12567,82296.2037,48591.31617,89094.47854
454.323,0,0,0,507.5315705,0,0,0,0,0,0,431.2256661,0
405.2042,0,0,0,99.1153846,237.483776,0,0,0,580.1960902,0,393.8494114,0
355.2249,1638.401739,1187.790062,639.3522417,918.4932325,1507.49402,1105.898333,565.5172243,502.8418282,1084.035219,957.5800457,602.7216266,727.7672886
670.6676,5552.87674,11473.28901,6458.721298,2889.293122,7640.018338,7225.504012,4919.874339,4625.09131,4161.000536,5240.560521,3822.603299,6067.234623
151.01,166.9267735,150.1716031,0,0,321.5377062,184.4322396,194.1757621,0,204.9088327,0,148.7118587,0
593.2711,556.7316691,1540.33355,990.1763692,0,2503.632561,0,0,0,1564.234502,0,1188.511793,1127.445967
719.4258,2118.396316,0,643.1230381,0,0,0,1874.212245,850.747105,0,0,1004.925981,0
481.3146,1301.518047,2395.947277,1005.025255,2296.665372,1339.470834,644.5977514,1413.954929,2039.674288,1389.764549,410.46362,3108.957351,1058.12507
483.309,41557.24296,18781.32572,11292.62213,17095.10672,30176.96116,32726.93593,11099.59905,27449.76013,18955.65777,23497.38438,8890.362016,21694.85642
590.3492,4745.280639,1987.656861,2100.141883,2344.795796,2491.718285,1028.59268,1627.102293,1779.441166,1042.966959,3338.280524,3707.829557,2591.709221
463.2829,3089.352646,638.357489,0,1222.122842,1785.448246,2285.253485,1178.509981,1078.849518,1155.799364,794.6247586,309.8665935,520.1013454
553.2575,10792.79456,7312.491091,4057.357688,7941.229285,5016.568232,4346.541372,7181.111719,5749.415041,4789.273277,6083.577453,6226.739504,5234.262091
703.4556,0,1140.008119,0,834.6123512,0,926.0882846,786.9286484,0,0,0,1068.530137,0
203.1395,1119.352094,951.1190337,914.2621789,869.0409318,467.0485546,978.9523707,598.7378798,803.9018086,695.4881831,914.0451688,585.1763474,876.7176714
313.2144,2554.942206,1183.744515,331.6214584,1332.365784,1875.513437,764.7031823,278.1962098,1037.471908,358.6167853,1579.137351,1375.816184,628.8337453
497.2677,3726.918843,797.1003792,586.2247444,772.6124524,1995.020337,1777.68626,289.9488358,929.4969118,555.4459254,817.2353526,626.1353935,785.0383079
868.9337,4207.963952,1852.929961,3547.441253,1362.94866,2545.054849,0,1534.774732,3350.477853,3294.974322,0,0,1481.370796
481.2934,103729.8435,47091.16539,30432.42285,50597.49342,73328.64051,75253.91544,32957.24148,61079.55567,39789.19121,48431.1749,24625.51376,42352.67007
902.4262,3080.928189,0,1154.043799,2952.171785,3420.34888,3655.929125,2321.052898,2111.524534,0,0,0,3009.510722
355.225,4104.215666,3303.52438,2378.80212,2011.796697,4785.508373,4449.037781,2310.538789,3883.334157,1988.367547,2597.446385,1965.670384,2913.037365
636.6737,6946.724873,5206.379209,5138.722625,3772.726545,7644.269819,8370.405625,3771.220845,3948.790317,6691.606834,4900.521707,2963.778959,7460.996821
481.3298,13251.11645,479.344889,0,3035.110123,1734.849727,1229.078682,3517.657371,2086.887533,1296.556327,1402.847362,7186.04279,620.1520774
281.1501,156.7633769,0,0,4247.327149,0,0,490.5940393,0,522.0256158,777.8650002,2547.317814,0
738.6551,10514.84075,8671.635572,6450.968171,3466.517555,10357.31426,6773.841237,4661.754541,6898.181379,7103.639605,3752.622183,4771.626632,9379.824124
205.1187,1972.734143,1717.781294,1977.056489,1384.258779,1809.752648,2140.560643,1012.728441,1628.835575,1174.986374,1731.59192,1011.984587,1754.289937
434.3119,2635.751995,1310.854622,326.3539108,3380.91657,1666.617423,2035.800877,1183.019883,932.1048434,2189.442418,1236.608831,473.4375253,621.3807772
407.2775,30419.75797,43699.74583,28827.71002,57738.70156,50518.71874,25217.303,71896.86053,33799.19526,41397.80806,26695.12906,83767.95304,27801.35065
429.337,1326.511359,879.8424423,656.0308699,573.1413864,955.2257918,279.6041467,530.9937552,351.0792298,0,390.7250954,389.2738037,403.9100273
483.3454,8068.109861,2530.867563,2860.633206,3737.757413,4504.71235,2304.699323,4329.456949,5173.788454,3629.900475,1886.631917,2304.497592,3147.348977
547.4732,66696.32476,48020.84955,33287.23391,50399.96243,50585.77321,46218.97047,32493.14715,39586.83245,43327.49748,40326.24313,27033.01065,53514.25579
453.3194,21381.26461,32848.45006,23199.68588,41396.47155,32881.72147,22368.56266,58508.62799,23923.33587,34011.57548,21971.41088,42330.39808,24909.43432
451.3191,60382.4351,32537.23119,22925.02987,41131.27654,43643.6087,45957.60832,27705.0333,36506.71527,25909.80495,32809.65051,25809.98186,26108.82875
521.3227,2460.019313,2567.935165,643.6240364,858.4697494,3133.161725,4014.586473,838.6407408,2809.314649,1706.964228,2494.791914,364.8940312,2692.546175
207.0524,2840.992182,319.8004321,311.0647481,758.1758443,2200.376137,1878.291424,3630.850959,4290.554369,3065.539934,335.200765,476.696112,695.0699578
704.6613,14912.46604,7850.895993,9745.725719,8172.19447,12740.37057,11029.25594,9121.970984,9575.173924,12207.01038,7182.692496,4950.410355,11984.66515
868.4318,77769.46611,59854.33411,46448.4223,56957.19927,66288.98833,68187.49127,40023.61718,52779.16669,52980.40302,53774.72801,37666.21954,68573.95681
337.2143,1639.142613,734.0884303,915.5110072,914.8866766,1093.366496,942.0253878,855.4883062,1003.74204,764.1017522,1138.845548,654.7617095,878.676121
355.7345,13299.60005,13353.99303,8690.369814,11360.90459,12065.95442,11703.07075,8499.944386,8720.994055,9684.150794,10920.36024,4717.635608,11933.92751
936.4195,39096.66243,31939.85787,25412.50974,35919.60941,28644.3249,37243.70249,21907.21697,30467.42243,32802.4738,24671.59652,17791.30698,33452.09516
363.7232,11076.49654,6520.157089,4832.78699,9632.766078,5776.861072,7988.80719,5065.453896,8185.915909,6278.73649,6453.480271,4445.46742,7481.686527
371.7093,9367.792055,6254.855017,3193.744202,4027.965119,4986.572009,5554.824272,3273.014394,6181.713727,5853.357607,6066.922351,3066.441085,6909.177145
439.3191,5497.806966,2366.801391,1612.472308,5611.895029,2321.457416,2981.102726,3066.330102,3159.857308,2290.499579,3068.39512,1916.013492,1654.485223
1004.4074,31121.07849,24864.54625,13029.38343,17186.10996,21851.59416,30848.56862,12924.83145,14041.66286,16530.66446,14319.84281,5847.015275,24255.66522
766.4502,10624.16745,4099.803198,0,6771.999506,9366.978558,9907.100927,4093.221808,5440.832338,5419.134271,6162.456596,1062.9472,11725.94615
465.2985,19991.31057,15613.85791,10809.20654,14339.17425,22549.13176,23280.70676,8760.19473,17862.73894,13745.43151,16019.16313,8304.235892,17139.23217
435.2879,10504.53217,5065.332031,4191.324194,7037.192469,5198.444848,7376.062137,4650.395518,6785.262655,4152.116718,5491.676155,4331.78931,4895.497791
315.2325,2099.3985,438.5067083,843.1879419,686.4290277,503.225913,539.2543432,385.044841,442.2647612,614.0106778,632.1313791,1093.0284,536.6273531
297.2178,3482.930905,0,0,10.7086321,0,0,954.4288298,415.2532692,1785.252513,0,0,0
247.0683,0,134.2281059,0,10624.51232,154.8022628,0,102.6475774,0,283.9792213,0,0,0
472.2917,0,279.9170115,677.5786391,302.9020308,370.8549216,0,308.3163854,0,0,0,1809.818577,817.2089607
533.4188,255830.8987,180294.9374,128049.581,154896.9127,190138.312,158258.7608,147746.6265,153644.7866,181161.8896,170563.0302,128278.6995,143731.5891
252.1236,8712.6967,0.397397845,0,0.11680251,25134.31769,3769.099799,1453.238668,11893.15123,2972.656045,452.1816683,0,121.7491449
207.6396,1970.247453,1004.540925,1586.154818,564.0953328,1518.11089,1507.203671,428.641555,973.287185,1001.842888,1914.238924,658.189634,1169.580009
449.3761,58561.69595,32400.91772,23437.67986,28550.9272,41991.73254,30761.84994,34351.53025,29236.37969,33051.22812,38184.17308,29780.66945,26402.88331
535.4252,11091.41245,7210.347926,3964.21584,7379.233823,8164.376789,6934.898467,4982.965203,4460.877504,8239.195713,8303.177456,4372.511212,5698.392293
248.2226,9179.536094,13324.59179,10971.21002,6155.452818,13110.07684,10804.19648,9875.305728,8044.332703,8626.574393,6600.048987,15826.46422,11836.84457
322.2125,0,429.2306816,0,0,0,0,0,0,0,0,883.7621765,294.8901666
246.0496,14606.06057,21229.72343,22944.61088,14679.16549,17970.15237,21949.48403,9574.41194,21368.28038,15072.63804,17731.96141,8721.760471,15918.68034
453.1449,110995.6016,158957.7508,177920.58,119975.2461,137745.2153,162335.1672,74785.66928,173072.5625,119103.9133,139007.9936,64029.12336,125945.8913
314.1506,2807.309211,0,0,0,0,0,0,223.8890889,1222.200651,0,0,0
208.0643,5245.946256,7855.850662,7941.915554,1821.233577,10396.78531,11449.52151,3256.797044,9978.763475,3751.115793,8975.322612,1572.387718,6341.691104
212.1187,7384.165809,0,0,0,5473.791842,1075.547264,248.9347581,1904.674527,800.973849,126.6104737,0,0
310.68,6720.293648,7026.496708,4307.331418,1084.983896,9874.658265,8000.885491,1091.004782,4006.570923,3521.806285,3770.563662,1107.012843,2933.951168
272.1862,16160.57596,19902.38628,13604.55502,15750.56331,21340.17913,17137.25929,17218.75066,16292.14328,18998.1352,10940.1783,26384.36603,17324.15826
293.1917,0,207.0097415,0,0,0,0,0,0,0,138.2612728,205.1728075,0
493.4259,4264.43321,1832.816098,910.5152925,2568.66124,2852.976727,1983.072478,1875.357963,2625.32963,3337.279246,3770.673938,1788.074957,2422.147827
257.2115,873.5082173,537.4954731,301.9289538,898.8641493,863.0373861,517.3806902,717.3514556,946.6905904,955.0476374,772.5536447,392.0320198,459.4656103
330.2282,3387.808989,2870.407082,1150.241863,3586.643041,5603.077026,1023.678423,5108.807056,2170.351162,4172.818793,1825.871978,14009.06085,3915.374333
231.1133,2605.569645,0,0,0,603.6757319,0,1536.615651,121.8706548,2145.896071,0,0,0
90.9785,0,0,0,0,203.287512,0,0,0,0,0,0,0
726.5319,0,0,0,0,0,0,0,0,0,0,0,1462.100214
461.2584,0,0,0,0,367.6572465,218.7442034,0,0,0,330.2537642,0,394.6273549
479.1607,30383.38953,0,2728.611774,35368.20406,2170.793572,300.9285741,12665.69728,767.0948914,19012.38342,2433.86694,27367.83383,503.2561624
211.1082,3922.447093,3617.308354,3557.168741,2521.492155,3097.846112,2581.55101,5103.232945,2871.783097,8545.100756,1563.252146,2659.410197,2326.851496
897.6623,12872.53877,8509.90488,7439.305903,16123.28056,7667.396035,9827.473375,10587.18504,16489.5283,15198.34042,16427.23544,7848.390994,13159.43071
225.1602,0,0,0,0,0,0,0,0,0,0,0,0
180.0635,91.23331736,177.7191118,0,0,89.94109438,101.1013029,86.53956741,79.44434678,155.0751597,73.13207161,0,73.71772396
482.2374,0,0,0,0,0,0,0,0,0,0,386.1791148,0
291.1346,3417.050044,0,0,0,7398.628897,1189.677674,636.4376304,4932.043525,957.9719804,0,0,0
460.2552,2084.40689,5403.359689,3873.980842,1968.309745,3732.109579,3956.570108,3194.824743,3504.845062,1824.707644,1836.082619,9177.666356,4200.099343
252.1235,7103.69655,0,0,0,15430.58994,1740.769475,1400.579206,6413.739154,2231.513617,263.7181054,0,0
346.198,3502.190179,3308.875473,3562.821149,2185.163086,3358.461827,4248.303326,1055.511832,3795.123815,1915.511159,3380.75832,1482.131567,2391.704119
313.2741,1398.67267,931.0306493,809.6267678,1044.745958,1546.330128,1301.578898,917.1787579,1497.373465,1423.587123,1909.477413,1199.712974,1109.045796
215.0035,2659.649352,1636.162426,1255.239199,769.256007,1930.797543,2639.536086,1617.977151,2591.548668,2379.606807,1267.974195,697.4336912,1394.140095
209.0748,0,0,0,0,0,0,0,0,0,0,0,0
431.7596,0,0,0,0,0,0,0,0,0,0,0,0
229.1802,1303.960663,926.2495255,362.7872009,783.0968655,1056.507057,672.0820012,589.4651758,678.7240009,729.4034587,1098.629353,589.6908504,786.6395514
703.4558,7144.283237,10586.70261,7044.951962,17885.10876,6414.435781,7474.894765,11855.88314,7774.439676,15226.06363,9396.106254,25492.80579,12678.03918
314.1505,21736.05973,0,0,0,1311.647504,0,2135.902455,876.0025818,5521.507782,0,0,0
418.1651,9189.336199,1064.990477,740.0076243,6384.602214,1172.974912,1191.614339,1836.048879,1267.01517,3280.474327,1154.610878,3437.830696,869.0306201
225.0875,351.2404635,477.0070476,399.1864144,1379.079044,176.7951238,125.6190187,246.9906302,250.610491,296.7454798,0,197.36938,297.0924829
740.5475,1532.070932,1316.254032,117.994463,4296.399116,4158.4403,0,1464.090658,238.1642396,4837.865324,1359.306072,2476.269054,3170.33842
322.2126,205.2144337,1060.475263,0,0,181.5213721,0,0,0,0,0,721.1716006,152.4226813
415.2977,1990.826945,2410.514964,1625.419477,485.0762529,2556.802103,2725.907948,1762.37349,2481.488733,1926.160423,2064.046403,1026.78293,2721.51198
559.4345,112117.9357,106146.0172,71448.95551,93386.94861,92337.82,86146.39488,73471.54452,68578.38614,86067.30408,104183.0551,78035.90742,84464.72517
168.0897,1249.491751,0,0,0,947.0905488,1415.389433,415.3435797,327.4919542,1297.676885,0,0,56.36057041
938.4349,7633.664495,14244.42358,6809.651306,4349.189257,10933.95185,10581.51759,1771.639728,7018.967924,8070.839181,9642.460956,2783.62502,7624.131422
216.0548,4621.106078,4852.846971,4481.777864,3871.70493,6027.830998,5189.937106,2942.000744,3851.260438,4618.175935,5369.851123,3079.844355,4415.212242
216.1235,155.794765,705.1921108,551.9504842,325.5402214,609.2449176,430.7411049,404.4072627,372.3166596,332.3556261,259.1695348,723.9589097,422.0108125
242.1756,428.1232543,158.1632147,333.6173763,518.2524663,258.220018,259.156376,372.8618847,321.1019654,139.2059349,260.8165935,795.8952832,420.9248895
264.0945,2034.479982,0,0,0,7015.400358,9427.936557,173.1216781,4613.237704,310.1854927,163.637367,0,0
710.4746,4656.969041,2554.242553,3952.208746,2302.525638,6090.376826,1519.524156,2436.965515,1180.538266,1515.542245,4735.508361,2156.25049,3834.338967
321.0634,1713.741489,2015.069059,1755.453987,1353.942752,2031.098007,1295.294792,881.8913109,1752.391634,1638.127285,1653.219375,989.7538046,1324.13121
173.036,118.2547074,97.61796568,0,0,142.8303514,329.7629982,0,0,0,215.802898,0,0
294.6546,193.0640414,139.1845517,444.8606826,0,210.4726672,187.8610478,0,0,0,0,735.6645985,290.7766601
768.4656,0,0,0,0,1448.678281,0,0,0,0,0,0,0
217.0977,2689.50573,456.3196328,673.725213,1033.151773,1347.999298,1269.814222,1588.814522,632.9114247,1812.376187,967.9674902,1433.211417,746.5619458
221.0749,0,534.6856852,1.432606183,2.301476737,511.8711595,277.9835925,0.165027046,416.9757597,4.750203254,0,553.3544802,217.6925913
120.081,1045.463579,627.0066711,596.8655243,515.4821175,1019.94676,713.0218405,533.4956415,633.9460279,883.5004057,523.0451545,831.6519555,602.4431701
451.3917,9063.091831,5095.422295,3512.503036,4223.832645,5208.093137,4254.489938,4882.305306,4010.039241,4804.455534,6047.172688,3231.383971,3214.746771
704.524,7696.317078,5604.965284,3159.28024,6724.781931,10591.54656,6920.92878,6890.499332,7351.011948,6242.453005,6571.818912,2134.194966,8165.026283
327.1493,1897.72828,1060.088874,1246.261903,925.0944311,856.147811,940.684311,1026.62895,832.4094918,1116.053135,235.4137761,657.2390218,0
160.0971,121.7662975,320.2079819,233.8023416,170.4131284,335.9411338,274.8117893,357.5113295,302.3244477,203.5360753,261.6151164,163.438921,266.6700535
360.0193,2132.987424,1873.843867,2640.094877,2319.005623,2269.393818,2451.392459,1475.173981,1310.037237,1371.685939,2431.547062,2802.040062,2241.829062
199.1571,290.6585098,531.9744231,507.5346089,423.5143958,446.0848632,325.773708,198.5158479,472.8614178,111.9921412,183.7446256,1649.551294,141.9558713
659.7057,13826.13524,11927.95493,6850.745903,16570.27666,12788.67266,9550.524129,9441.984818,9403.688051,8839.063028,16922.61633,6536.24906,9489.935498
693.5171,1572.040665,2408.569768,0,0,4.712121052,1175.351518,474.2970773,1129.90252,0,0,0,0
713.4937,77330.19454,77659.89106,52907.1638,66755.46704,77663.242,81766.37899,37111.53982,66617.61187,63905.2606,78928.43176,36352.11866,61944.20087
216.92,56396.915,65860.05198,66478.63424,44588.45641,56085.31294,51370.63069,14335.81075,33696.93014,34935.9071,85647.20122,32826.40521,70526.46477
218.1392,7125.365256,0,0,0,33934.00455,4861.433264,1743.700416,18080.27047,2616.086549,263.5678605,0,314.6110659
802.4599,21471.25368,19064.75662,14218.84247,16391.28877,24065.8427,21600.46287,9812.006949,14432.46825,16158.56953,17620.09436,6333.865531,17626.7134
549.4888,14696.5851,18528.03929,14667.64339,57368.26763,17161.14609,16933.19257,7280.328469,18170.94669,16286.06698,13576.76074,6451.592418,14125.51703
257.1991,0,0,174.1496411,0,0,0,0,0,0,0,893.467637,0
803.4631,8146.414742,8686.184079,4720.172347,5186.891281,9497.580672,11127.53682,1701.524194,7363.509136,7566.549489,7913.727984,3134.75768,3733.136976
870.4475,15188.53413,20916.19234,9220.68083,9411.56117,21117.07889,22214.43076,6853.387008,12601.27209,12953.42539,14918.88589,4974.412176,12323.52854
260.1723,0,0,0,0,0,0,0,0,0,0,0,0
261.0287,0,0,162.0980858,0,0,300.143379,0,160.7551682,0,0,0,0
521.2906,806.7917117,436.4877309,0,440.6205545,314.6901224,524.5495378,335.0537226,0,569.8726458,407.1311305,1385.973679,757.6252264
203.184,0,0,0,0,0,0,0,0,0,0,0,0
264.0946,1545.993989,0,0,0,6279.026511,10678.23073,332.7902112,3734.011529,0,0,0,167.6226505
271.1783,1524.519762,2238.703379,2373.61927,841.537305,1334.612254,736.7370738,880.2057635,800.879966,503.206872,514.9539296,2445.86356,1297.760888
286.2018,673.7677983,471.7962379,140.1622081,334.2286144,808.3281655,172.2554897,292.4206482,209.8137558,196.3974531,0,1459.149933,337.3465777
219.098,15463.16811,11519.82754,10591.17327,10467.14249,17291.07601,15614.64387,7158.070479,16061.07414,12750.75972,13015.05,7359.138143,11405.70955
561.4409,3785.436393,3505.38054,3025.02913,3336.888449,3917.612081,2861.421814,1869.512903,3568.047081,4038.382209,3741.355371,2394.081641,3019.253725
364.1374,975.5365827,0,0,0,2591.716928,243.8517775,250.4280364,797.0907551,257.5516793,0,0,0
356.7424,2463.508191,1793.363639,676.9372638,1480.360621,1859.562661,1724.477239,363.3719683,536.0927703,1647.344654,350.0748885,598.9889433,567.0640222
295.1295,2573.646964,2763.45861,2381.291933,1882.594471,2726.146715,2561.012331,1085.25394,2865.461184,2863.527788,2597.101702,1249.945891,2119.030261
828.4757,40796.57845,23225.62031,26910.04166,29820.58203,40834.8781,40092.74459,17447.35037,22850.3525,33298.00294,32521.94187,16790.04577,38063.24678
219.1344,2826.946511,2728.286582,3179.736012,2125.345179,3471.601953,2505.076461,1126.06756,2536.201617,1830.487857,2400.949799,1095.125079,2757.719119
226.0843,0,0,0,0,120.080303,0,0,0,0,0,0,0
272.1974,0,0,10.19277714,9.24404771,0,0,7.780738427,0,8.020874858,10.70871131,0,9.675947168
253.1164,0,0,0,0,0,0,0,0,0,0,0,0
509.4096,8108.735172,6132.435397,3649.985131,7847.863812,8779.807985,5865.57663,5702.955124,5456.224153,7013.593309,9501.900392,6798.490977,5396.841453
413.1328,16751.55158,0,0,0,8727.255842,4028.08711,970.8682039,3207.886805,4362.701953,0,0,0
574.2874,0,1371.612382,1842.118069,0,955.9374161,0,0,426.8939524,0,0,3294.181729,439.5236598
220.082,337927.1553,4483.080369,3887.248474,1702.014483,381593.8,259439.5076,185305.8215,182562.4908,176271.1379,2139.278696,1848.516446,3004.704398
884.6627,18446.30394,7812.314481,10647.05462,10066.33066,12486.04035,11682.34182,11253.99759,10688.54196,15737.31075,14406.67575,4130.317637,9197.391624
348.2111,756.2582095,2057.81796,2748.911771,369.3268524,402.0140044,0,994.551281,928.2675376,630.6798586,357.0640849,6044.990726,362.8527167
228.0636,6365.121948,3387.421362,3210.154903,3604.045639,5026.872948,4922.408989,2364.441256,4738.443248,3715.45954,4968.442492,2067.90995,3148.688526
748.6873,18059.69116,11139.15014,8748.977382,10821.28279,18330.24289,9653.170616,11328.66262,9158.980626,11648.53646,9481.70163,6404.188839,10098.05469
204.9209,0,0,112.9329957,0,124.7894125,0,0,0,0,0,146.0964834,0
204.8854,0,118.6725058,86.63298868,0,131.9465491,0,0,0,236.7667725,0,526.8843487,79.44767103
106.0653,0,39.17169052,0,0,0,0,0,0,0,0,49.20913024,0
863.6684,14704.17789,15407.56591,8825.579954,11474.34202,14538.48743,14632.77993,13285.73842,13839.94928,10944.8056,14010.01386,5534.591846,11899.36347
165.0484,74.77516748,66.54733837,243.2553455,0,0,0,73.87371259,0,73.25506434,0,96.15050383,0
207.0756,3811.012296,5308.592074,3903.688561,1913.752371,4091.257602,2019.375029,3448.626192,3623.842367,4996.278994,1771.601054,8772.077916,4484.398437
214.0843,7876.899375,24520.00789,22829.07549,3131.089783,20877.44226,22687.48343,1864.833807,10026.50832,3380.158897,21538.22161,1849.461309,26201.37403
149.017,0,0,0,145.2247631,134.1058885,172.1769621,0,0,0,0,0,204.0097281
313.09,2230.697816,1675.690027,637.5921832,3687.107555,2996.904047,355.5179212,2845.736728,2541.146339,2733.519464,1990.301116,5918.72211,2161.930215
803.6758,11862.45249,10577.67775,10915.05368,7344.982911,15332.89624,11757.39663,5316.394396,6158.861205,11734.69037,8184.944318,2288.083368,10305.08735
714.6935,13543.82517,15105.26097,10657.5675,7666.337861,16828.92066,6785.096401,8155.877715,7390.561199,14149.67326,12633.1609,6010.331271,10134.89261
303.121,325.0170953,134.1941416,148.952806,404.8375035,681.3446841,147.8087168,254.6893621,836.722505,615.623344,141.2609322,819.9398716,219.7541854
221.1112,0,0,0,0,0,0,0,0,0,0,0,0
646.7062,21835.2174,18710.10805,9664.121303,14463.80887,21639.86315,17159.02432,17064.14831,15339.16855,17814.30692,20603.72838,12228.34722,13429.38236
922.491,23734.10047,15060.0215,2030.371539,26054.30541,25123.04411,10851.0739,10836.25335,10809.17121,14315.46715,12819.81701,3287.625267,13149.73576
221.0748,12764.27337,12786.14036,8713.802217,14380.05985,7645.732282,6542.261149,7798.733321,16875.29521,11994.94008,8312.39046,21420.21637,10261.97294
203.0641,199.2239126,70.46154149,75.52441202,0,46.50290281,117.8683983,106.597755,0,374.6501906,0,424.9975824,43.87036409
693.6997,25759.64413,13792.60705,12423.79777,15187.59144,18045.53854,13459.44572,11742.36016,16771.15289,18785.33294,18003.62857,12439.97694,10085.89387
266.0735,3584.472818,2287.925733,2226.721123,2530.526335,3532.418737,3618.928684,1183.590393,2745.734426,2032.93,2754.091162,1300.420553,1982.062217
359.1244,2983.961826,594.2384051,877.4380734,215.4766475,5358.216883,3902.992851,519.3629031,5796.108632,651.0331589,2905.284842,0,938.7766835
761.6874,17337.45608,14414.30243,14200.88795,22043.70681,21481.18046,14804.16905,19619.98565,16307.8207,15917.84136,22880.99979,10386.73166,13509.64229
164.0407,5180.376593,7222.943833,4839.480398,3294.317679,5199.353555,2975.294773,3502.395316,4919.318552,6402.713351,1918.456601,12310.62455,6343.759798
202.0479,268.7672975,0,0,182.7999895,229.8855801,0,313.5804018,324.6146086,246.1115046,0,307.324845,191.7872843
888.9988,17436.45987,8254.453895,4223.452467,7708.459057,13382.19118,9535.629744,7395.510189,13045.86068,11105.84849,11109.62922,1707.612224,10731.4784
757.0064,9976.883012,2710.942738,1332.590832,5082.982859,4882.037345,1567.278877,2248.711778,3313.84418,4764.756573,7090.25643,1305.628928,2986.770714
302.2192,0,0,0,0,0,0,0,0,0,0,0,0
219.0956,285.073865,288.9338998,134.1260637,0,627.8811738,3.606399753,18.96897013,586.8941952,200.7507138,14.50253215,3276.174128,394.9903299
816.6751,17459.93643,14894.04209,10679.30831,15170.74636,23171.73615,14000.56394,17354.23054,13331.00107,14640.77727,17537.73022,9413.209447,15265.50272
303.1209,0,174.1900484,0,156.9998518,150.0598701,0,333.0370595,0,231.2966634,150.1876684,210.6435858,265.9613367
221.0926,4595.18227,8079.354409,7971.760188,3785.535173,7659.173936,7616.181047,2279.280059,4952.721895,3839.547015,6479.533458,2041.374369,5999.349508
795.6807,20358.25567,17418.53901,9918.396264,19120.62696,21324.09703,15684.80273,14946.60898,14126.67689,19115.29104,18510.69078,8842.212093,14267.80252
821.0109,9757.296333,4962.151071,2162.946149,3544.56985,7728.296953,7695.348663,2854.686613,3659.504254,4889.734403,5286.486181,0,3357.322603
314.2331,0,435.2795036,398.7416575,0,210.0532772,0,143.5216562,0,0,0,727.6941493,0
850.6691,16479.1684,10108.79629,3751.23283,7392.369505,18501.62358,11552.00244,15218.54012,14529.3667,14077.69463,18367.9487,4475.990557,12163.26871
790.4984,6141.37322,3695.205123,2311.537963,3080.563868,2007.158887,3744.008571,2003.732198,1687.549017,1990.432874,0,0,1066.675731
612.7123,11929.08291,12814.97003,7906.974744,6450.071442,15375.87301,9768.689344,8899.287467,6939.020061,10168.53593,10999.30584,5631.537589,9886.453599
280.1863,0,0,0,0,0,0,0,0,0,0,0,0
223.1082,2043.694456,2303.540218,2229.009326,1883.086069,1892.010122,2297.667295,990.7754565,2239.877397,1641.815668,2560.498544,1180.579792,1837.979787
460.2551,848.985184,2120.597448,2195.571065,0,2645.783902,1912.511044,1672.540734,876.837883,1328.709257,557.8927635,3388.046312,1813.470964
343.1305,1858.978706,1135.68192,856.924518,1016.698745,2462.780731,1591.316299,759.6951566,938.5057598,1224.205564,1567.937734,710.0126923,709.7220469
181.0431,50607.61725,91780.46774,47257.35291,49024.90695,51594.50065,39551.50357,31765.42586,73899.57597,58644.942,25998.04078,99340.17478,49724.10724
372.2208,0,522.7470672,0,244.3433924,0,0,0,0,0,0,1097.324143,0
198.053,1633.422072,3752.967951,4486.062968,2838.000307,1530.89804,1348.741043,1144.04951,1598.817163,2623.571631,2231.091287,1167.940173,1825.282642
293.1171,6906.813988,7177.020363,6641.578607,3354.392697,8591.715012,7882.545195,2912.704683,6622.561109,5768.969405,6388.862865,3248.432902,5433.949639
226.1272,13783.43108,0,0,1041.64875,2358.491857,341.2293639,9789.311412,1531.813567,16969.56272,179.4656724,793.51492,0
231.0674,5764.902079,7087.706294,6598.053248,3625.601521,8171.362033,8060.489754,3311.375818,7214.731956,5179.401519,6298.202391,2579.896808,4560.219654
226.1555,241.0103658,246.2806959,268.3171833,771.9877103,113.1538265,41.69987284,221.1294184,168.4662698,259.833232,13.20431555,370.4124758,333.9119083
311.0744,0,440.0553271,428.2849863,267.9546256,611.5423983,280.0400717,234.0015565,0,362.9987033,0,609.1863239,350.2651665
297.1088,1151.61915,14069.26051,11706.97899,2741.614107,1802.177205,3792.859235,552.2045661,1138.092132,1158.568017,6770.588655,1431.027448,9628.232282
227.1031,4255.196601,0,0,0,188.3709076,0,1073.454664,122.9593656,2818.459921,0,0,0
647.4869,13300.06794,10834.50877,5189.198477,12251.49582,9453.965317,5853.369308,10389.37744,10341.64647,9094.828228,11245.69473,9671.162228,9042.105098
249.0651,4607.01213,34470.19049,38746.82031,31166.00797,4410.115277,4996.955483,2071.232114,2026.449453,3049.174054,32263.89665,17329.27521,23150.10783
782.6813,21791.65545,14359.70432,10273.50804,15845.27823,16397.48856,8270.767679,14042.85625,12706.62089,22131.02311,14489.26808,12219.39584,8243.48451
307.2072,325.6511515,1539.896476,971.4207248,1378.687667,233.8192621,329.6063527,0,152.4718713,370.1858521,183.9245869,6164.559737,773.9651284
