Sample,wt_H1,wt_L4,wt_L5,wt_L6,wt_H2,wt_H3,wt_H4,wt_H5,wt_H6,wt_L1,wt_L2,wt_L3
Label,wt_H,wt_L,wt_L,wt_L,wt_H,wt_H,wt_H,wt_H,wt_H,wt_L,wt_L,wt_L
218.1391,5522.787399,0,0,0,22510.69502,3039.217249,1042.883619,13669.75255,1527.520508,0,0,0
323.1608,45937.27461,0,0,0,39591.91228,9474.612371,13092.01379,22418.60664,22603.57539,0,0,0
728.5223,7568.750738,4733.042758,3803.613135,3264.151205,7081.548031,7107.982878,1765.653795,4662.803299,6828.498728,3574.943178,3059.356236,4705.035927
146.1178,6755.702852,1583.314483,1840.944196,5080.646054,5067.321745,3333.055411,3277.643329,2898.000547,4917.297093,2711.52741,3083.278518,2146.004157
148.0609,63093.34728,76063.85402,84783.19558,75799.03665,56919.14442,67061.21284,47380.60343,66648.1319,57898.16168,80209.11381,60985.84525,75912.16859
289.0501,16462.71383,10559.91679,12107.31402,8443.654972,16329.24212,14969.86125,6135.504055,9800.52553,11520.62129,14011.58633,5855.263534,10602.35966
822.525,447919.0856,393459.7267,273811.366,363469.7311,445075.5058,334078.1235,295887.6976,320544.2134,360276.2699,317822.9154,228476.5742,339722.0119
267.1346,1233.986925,1021.422407,832.8905674,579.2702478,1004.355638,1191.307494,432.1625265,864.2262813,728.0518576,954.911581,486.232874,856.6201537
143.0732,8429.115293,5946.767137,5512.303993,4203.775245,8664.351108,7522.027767,3311.769986,5381.223674,5978.139777,8101.151195,3585.27511,5661.206288
964.4515,14861.17704,13725.44254,5666.367191,11103.25948,9605.383851,11454.36463,2125.73772,8185.498665,9056.73179,10434.48309,1210.161024,15272.5928
890.5128,34338.36753,23710.97655,17922.28578,24333.93969,33030.86229,22570.79792,17585.6819,18975.40061,18898.62615,25791.48614,8320.551915,22288.65797
302.1968,298.6870954,1205.583907,952.3894129,240.4067404,482.7685632,148.6715995,216.8116045,346.1621732,0,189.262638,973.3127883,262.2190326
204.9032,3075.690941,1962.373255,775.9815538,1535.782233,3068.436004,4894.009004,336.3453012,1016.496623,2454.567362,2378.369234,2055.14013,712.9948608
752.6708,4618.579054,2734.61088,0,3218.049267,3773.632074,2418.46904,0,3365.273901,4698.518101,5348.444142,1063.30634,3121.57154
204.9388,2276.874346,1588.040146,1072.075218,726.5976628,4326.858757,1275.630365,1372.439471,1736.530824,2535.993852,1567.33091,0,1357.935921
794.4808,0,1064.304301,0,0,0,1567.756349,0,0,0,0,0,1159.474056
162.0553,321.0536621,255.0541447,176.1132097,200.1872378,257.4798285,329.5052993,132.5127247,255.9327911,274.3568549,102.9690915,96.33589637,194.9601911
252.0732,6356.871746,1450.030681,1856.337762,1894.181926,7743.453267,8179.321563,1238.276941,2007.207495,1639.485911,5848.731111,2924.903489,5067.3055
384.1158,27463.26315,7403.868503,8751.678928,5850.060065,30624.77704,30968.39571,3371.447976,7907.00469,6619.77888,23283.61809,10052.26495,17606.96056
415.2196,3265.455622,3739.943008,3421.383927,2845.57589,3430.406646,5078.332365,1616.476021,3079.106288,2369.475159,4548.82069,1544.330047,4081.889748
773.6651,7530.359144,5881.815703,4437.489683,4287.438961,6416.812788,9106.708789,1143.331721,1336.261964,3642.765636,2291.726102,1218.880322,6546.438933
241.1551,1002.958189,0,0,0,0,0,1019.804225,0,1187.176541,0,0,0
205.0437,1296.490619,474.8768206,256.9711491,334.2846277,0,1124.065045,311.5185079,451.8354963,0,1013.423101,297.9193907,704.2031672
187.3748,0,165.2675833,152.6264072,0,0,132.9243273,0,257.6041375,0,0,0,0
740.5175,40796.73888,27604.9092,20309.70502,31192.57903,36419.20922,32476.49163,20723.63794,21894.73438,28122.66544,30949.10548,16028.23465,31414.0109
237.124,397.9197869,402.2063617,464.4583337,459.2464222,615.1017487,507.6656271,264.610319,243.3823834,379.5372281,502.0329009,0,247.17793
221.0925,2590.263018,1948.271928,2016.042725,1425.102952,3181.302234,2496.076457,1052.385187,1729.643127,2089.798073,2075.785782,1101.265158,1732.405527
205.1514,0,550.5669485,917.1945618,639.7567858,1159.986496,589.1147554,248.8444918,646.4630324,670.3184179,418.1945693,238.8001986,350.5238166
147.1212,430.3678129,0,72.90616616,253.3560892,375.1486103,109.6800574,84.34248556,79.691917,123.3267918,75.22162486,69.36048385,67.69401226
144.0784,0,0,0,0,0,82.94847644,0,0,0,42.42037056,24.89412684,41.75049731
187.9311,1649.747042,1340.703512,666.4828667,629.4842388,3046.859177,827.9310234,920.1596807,1260.228162,1270.226934,1183.725292,113.7810995,1008.296444
130.0654,13476.49093,10128.48334,9836.939891,8165.802415,13999.78503,13101.08348,7414.530203,9525.76186,10043.43274,12929.96296,7147.301626,9760.367414
199.0581,13626.12051,8332.751317,9492.683647,14137.94394,10375.03999,9563.738152,5416.446214,7505.253686,10591.14251,7007.664371,8089.041102,7343.256761
755.0391,2043.760278,1388.34647,0,0,3159.634266,0,0,0,2150.945236,0,0,0
202.1079,0,341.5310489,145.213992,115.4363319,113.4610746,0,0,85.59111194,106.911141,0,229.6789133,0
558.7321,6160.140149,8111.664359,6472.720581,5093.04763,8825.758842,4908.208271,6261.588102,3847.502713,4220.140353,4884.189744,2573.763646,3584.179992
157.0297,538.8527864,0,61.45461346,331.2845059,0,0,328.0594303,77.2473237,215.4045836,358.2312503,77.1738951,0
345.2392,0,0,255.7702154,0,0,0,0,0,0,0,0,0
149.016,0,0,0,0,255.8156442,0,0,0,0,0,0,0
393.7408,1415.906777,1634.687164,722.3449733,1505.423283,567.9980891,663.3480201,1186.672845,436.1768733,859.8479308,1272.124494,479.8625471,762.6629046
424.181,1516.729111,6803.357054,5421.560308,340.8581641,2852.672709,2318.189526,632.303501,1746.075781,453.8195482,1158.388482,1800.891049,1739.385349
346.2231,1528.068363,2566.41348,2121.978782,1280.179953,2233.607034,1889.439829,1684.026784,1675.785218,1822.522459,1560.717679,2023.411036,2025.496138
221.1218,2118.900861,924.22966,663.0518472,530.2832539,1578.825445,1629.306263,720.6352068,804.7182979,1211.221117,1036.402625,442.7500109,1000.854039
276.0761,2054.720307,904.1102759,928.7647458,398.8889455,2028.258423,1718.826669,669.2269326,620.6133163,1187.127582,1278.655512,920.4881803,1232.22415
290.0917,3293.061372,1694.343049,1725.789964,1027.072295,3414.818687,2372.910714,946.8881288,1566.394993,2084.401342,2559.329929,1069.732928,1870.588418
757.5461,3836.089539,1432.204432,1455.030694,4006.926944,3236.974167,3356.860036,2039.775615,1084.175656,1605.49272,2519.041865,0,1344.225565
608.4212,1131.469872,2473.657621,1789.125343,3141.315174,2933.333163,1017.435912,1531.837897,869.8242596,2945.009586,2543.763071,2622.196384,1254.215875
200.1466,19.25863905,44.39821806,40.46398617,33.43666976,5.918962132,28.0009293,12.49400934,50.46612221,12.93960363,32.69135846,50.95334237,21.27051575
241.5711,1028.163229,0,808.5139692,829.0395178,0,2078.395453,0,590.0436973,256.6514608,465.4255813,573.7466552,0
149.0641,712537.9866,788896.0939,876318.6682,619720.6197,776361.9169,760224.874,659990.5687,821437.7631,681695.0926,735017.3097,480484.8164,690672.9272
215.0855,2173.444648,0,0,0,461.8659473,0,957.7488779,305.2457338,2414.145957,0,0,0
231.1709,3100.213092,2816.58547,3084.405592,2542.12445,3549.008454,3180.112311,1899.232815,2964.758248,2372.827356,3158.991131,2117.318904,3125.704134
309.1562,2661.224651,1713.878996,1215.114531,1174.92943,1919.229763,1671.888144,266.5793368,921.0567838,1190.669765,1514.434793,2604.08833,1117.474566
100.0743,106.3761607,0,0,76.45985519,58.36097452,0,46.76589931,51.55517884,0,0,0,0
718.6769,4939.012563,6051.491537,1951.130338,4316.53397,9633.144025,4443.277696,0,2557.63977,3208.159319,8550.08884,2330.229372,4820.136169
205.2919,3032.955992,2073.406362,1035.43309,1087.489176,4235.018147,3491.961974,182.0675651,1592.196579,2134.969465,1588.488869,1284.542283,347.0186591
270.1931,143.1274355,0,190.5275593,162.2063699,0,126.1371274,0,0,0,0,0,0
377.7659,3593.974736,2890.712377,2234.478397,2197.013216,2571.643629,2352.667897,1636.26258,2022.750615,3342.774979,2058.375857,1952.801368,1317.742325
247.1023,6969.897222,0,0,0,30772.50448,51753.42314,1473.753208,25746.14126,2689.855058,333.3477894,0,0
281.1138,560.0765346,355.3194411,688.9023091,641.2090447,933.5915679,793.1159208,0,236.2733352,156.866425,419.5879032,0,410.4776533
221.6428,1143.671651,967.9103687,1093.348667,339.0285794,1103.023656,1337.912559,211.8031978,920.8289333,606.432498,822.7660062,210.8372483,992.1847554
152.0321,9057.597005,4136.764748,4254.872025,13038.11589,4007.463734,4106.237066,7416.874412,3558.577899,14858.99319,3442.408044,6529.870507,3555.948739
228.1781,0,441.3877308,0,143.7225559,193.9323117,0,142.6535128,443.5209268,0,0,1237.077912,262.5992817
348.1231,1660.926475,6095.364829,3547.900127,3251.45864,6458.074175,5609.984375,1575.463971,8638.026944,4829.488628,2869.059819,2790.513128,4278.92842
182.0057,267.3980442,212.0257077,102.9162057,139.8909691,313.5558519,0,234.3558379,135.1182566,0,250.5033405,236.3026984,267.8549056
385.7545,4215.904241,1044.323695,1147.238296,7068.633066,1116.861165,2556.194101,2318.689367,3578.46428,1673.279252,2523.691083,535.4541278,2657.522675
235.0494,3174.938717,12393.93184,13525.84393,10277.01345,3001.067812,3297.183233,2827.18171,2775.559405,2642.621575,10635.97881,6274.505283,9181.507882
183.0768,896.6138956,424.8682599,404.753624,308.7329828,687.9493962,650.5755624,98.18111734,392.5526554,483.9168197,532.1262271,205.2226953,317.7816108
101.0729,426.4710526,206.095332,145.3104504,492.718241,240.6174841,182.8001176,168.5328862,547.5700146,549.7479716,509.5698515,235.829695,261.6413782
281.075,2759.112923,2995.427304,2847.416273,2111.115129,2431.214056,3564.837369,2119.941568,2622.304531,2563.549591,2816.40473,1828.376656,2506.350896
152.057,17647.01171,11842.92362,13555.62196,11449.63374,18610.72252,18826.87205,9559.551924,16234.33077,12336.28307,13109.45845,8746.577477,13840.02635
272.0961,635.8800568,0,0,0,677.4258813,272.7700997,257.8437432,319.808886,198.1566792,0,0,0
430.089,3717.277287,0,0,0,5808.275918,5591.637109,0,4157.573594,2512.550111,0,0,0
265.0896,4117.713091,0,0,0,2804.620628,847.5383485,591.9743879,637.7859636,1259.256446,0,0,0
222.0408,2189.391303,0,0,0,2901.009097,2582.858268,869.3670013,2064.724551,1607.725895,0,0,0
167.082,521.4606734,0,0,0,4147.120765,2371.446568,0,1873.489202,225.6365404,0,0,0
423.0634,7438.458326,343.1869339,701.4848754,0,8519.1507,8393.623342,3903.162693,7197.049885,6476.347174,376.7257408,300.1287837,0
876.5722,21781.42727,23636.31859,9993.333474,17508.44704,31094.93805,19634.02044,13321.83225,13458.9031,21073.51442,13445.421,5598.327272,15987.31345
409.0841,7569.241015,333.5018857,674.7106039,781.3278014,9066.308108,10255.21974,4769.204748,7140.346712,5504.624729,668.9618232,0,658.0571912
155.0818,50046.3194,2596.98544,2650.264062,6060.80508,19020.50516,12118.45784,27975.02957,18990.60623,70533.95522,3956.097522,3396.942508,2864.580135
408.1499,7771.136267,241.4719273,576.9564857,651.3663321,9535.65202,11448.77739,4993.324255,7888.903846,6276.622555,0,0,499.544298
288.062,5130.794498,0,0,0,9136.620714,6583.174146,2113.458822,5862.816564,3985.135999,0,0,0
280.1008,2872.600203,5032.305298,7628.093076,946.4391648,6132.320575,4208.701798,1324.700796,3115.045795,293.1561611,2580.516747,1796.692165,5133.1233
778.461,34527.25033,36704.86539,14776.41091,27706.75673,30782.16116,33538.88418,15516.23418,29144.5505,46936.77299,21277.66126,23944.23662,25971.91535
623.3422,0,113.6478623,1250.725745,860.0843801,743.0707556,0,0,0,0,1332.163223,0,1402.427386
601.4818,2277.603678,2477.504132,2293.738751,1095.688832,3522.653415,728.0506026,0,721.4711484,2310.963248,1760.105361,897.2565447,1372.430155
569.2232,33220.352,2227.636905,2690.660745,1722.035491,40763.59463,38210.42186,18790.03006,32661.85943,22845.29558,2901.233329,1187.34146,2669.352145
422.1028,29578.05693,0,0,0,29968.47248,29079.53018,9882.074992,23780.90339,16592.57363,0,0,0
369.0135,15013.36051,1145.174395,934.8948431,941.4924623,17431.1192,17398.67336,8472.733119,16069.64002,12386.18254,1397.430741,284.9299131,689.5467938
556.1439,20307.46034,0,0,0,23754.74518,17455.93915,4214.453917,11102.09149,10225.90504,0,0,0
166.9819,0,64.12881579,53.00553741,261.9680889,0,0,0,0,0,105.7475388,0,0
757.4834,25519.64937,21231.85604,5850.982462,25812.02303,25517.97254,22988.456,11791.95979,20301.51968,20830.51343,24753.46969,14302.80185,22826.31514
157.0247,438.5419934,230.3122425,94.50535429,175.0525656,221.1198243,107.5670435,312.4271311,219.5599146,233.6677703,275.1248349,210.5260874,308.7314731
350.1024,7436.566732,23617.51335,22159.04205,7643.986765,10822.94188,14923.21342,3884.043474,11516.00259,5606.065555,17374.38375,2904.373228,17347.32031
146.0603,447.3023012,984.3064576,1071.866667,470.9910125,1054.969861,1391.981867,205.6390626,1069.426872,434.5765155,1116.247214,284.4494179,1403.481649
751.4083,0,0,917.6356482,2332.689021,2067.125956,0,3930.917714,0,1411.470317,0,3474.858153,0
768.553,5500.438955,6304.386782,3582.624471,3432.113602,9437.400348,2780.526799,2466.395799,4124.748324,2212.570499,3304.412693,2666.089007,6849.847204
210.0959,1313.283384,2601.432098,3149.935539,1291.661758,3209.001081,3513.635616,969.8408689,2523.408791,962.6836883,3413.233385,1390.872297,4446.299365
307.1694,2505.724798,3773.460331,3121.423122,2298.483993,2602.198587,3222.413643,1107.704008,2971.357898,1620.593936,2795.983603,1106.257135,2938.175057
177.1026,1760.041804,1850.672087,1887.41846,1586.220428,2092.804656,2439.815552,450.114361,1723.667715,1195.976445,1635.364048,588.816164,2129.458211
850.5564,112564.7369,122193.7033,68674.57582,92684.12793,135364.552,98063.64528,69108.35448,91400.50446,99568.07632,78319.0898,53043.70085,94827.06132
330.0605,922.7009994,0,559.1510156,407.2823717,461.7982616,881.2895944,209.6222225,822.5517942,223.5406612,501.7429451,392.7224792,438.6954316
257.1137,2654.190862,1622.786063,1543.071311,1339.825835,2433.774196,2047.955976,685.8672478,1708.361453,1625.95134,1767.724967,988.4041933,1524.550285
756.4804,85131.2837,72046.50103,44549.06949,79583.32289,70529.72221,78897.86313,48265.34382,69155.29346,71184.09611,72792.2114,41691.34621,67316.83612
150.0552,115.2090448,78.73142641,64.37497963,0,61.34560776,58.66468407,0,0,96.6887485,150.1989508,52.88592113,0
449.1348,8552.966945,1179.914279,731.588044,7720.040077,2452.144577,1086.569779,6410.563285,2400.028931,7292.84199,2233.419313,5559.558754,721.757785
160.076,7149.841266,9603.267294,9902.35346,5230.179587,7290.536558,5381.771503,7203.24112,6413.448858,11873.49664,4861.351598,3062.691336,4565.983538
187.0846,0,0,0,0,0,0,0,0,0,0,0,0
362.0867,1362.548621,3960.943233,4769.271597,5177.389609,722.3948828,1179.747738,1506.165519,1239.904501,936.5286465,2446.039729,5403.153847,5383.761737
160.1084,1125.276837,573.8548365,860.6166232,945.098045,832.9692278,956.5025049,1089.363478,999.9368905,1189.12914,782.6953808,1725.642048,786.192726
734.4983,80165.64416,80547.03554,37449.68124,80132.94374,70658.52144,72971.25193,44508.74909,63198.63028,60948.41197,68381.34904,39369.97385,64621.0766
252.1097,1819.608068,2059.173049,1944.958,1848.975771,2033.166191,2006.155462,1407.427797,1875.525316,1719.131965,2694.324602,1214.691151,2490.533713
138.0493,58830.89483,5693.574422,6571.440769,5216.707475,64959.93559,65490.81288,36418.59893,54669.75163,50692.65773,5342.643253,2908.875768,5298.14584
210.0766,4138.303934,3735.512236,3888.179966,2883.82736,5398.558842,5541.737037,1399.164987,3816.282443,1945.050365,5535.188759,2086.745981,3968.402815
204.1235,6846.273824,0,0,0,16185.42796,2753.439589,2326.272093,8455.002919,3072.935989,72.72301844,0,0
249.0545,4272.247316,2515.545011,2843.308538,5089.246848,2966.032424,2598.054149,2077.72678,2444.962133,4798.749809,2906.555614,2386.217724,2242.165612
202.0715,913.9892231,99.54360609,219.2064279,86.03743376,625.6495796,920.382003,281.866408,138.7123997,773.8252728,0,0,101.0754407
261.0094,382.0879977,0,0,2458.737136,0,194.3742147,381.8678816,0,2875.136219,1354.635602,0,0
206.1756,0,0,0,0,0,0,0,0,160.9271861,0,0,0
112.0507,892.9239078,923.8956011,832.7040983,547.6683347,1051.135028,1015.628936,468.4911246,811.6362727,801.903353,1037.90858,419.2320365,690.4234844
161.5976,171.3094487,54.86344351,60.86801233,0,215.96619,167.4069356,58.44401728,143.5191974,74.90170761,88.31227826,129.9764132,286.0776895
193.5702,4332.394352,8224.348258,8073.915691,6471.402213,4531.467151,5138.117644,1283.074258,2967.304376,1776.260825,11984.66197,5611.234795,11058.3764
162.0586,7576.070129,12872.41496,15209.29537,4707.613747,16674.35253,17381.98449,6047.379041,16609.8657,7527.131643,13301.08529,2484.381741,8643.257355
208.9569,0,0,0,821.2526142,0,0,0,0,958.0508306,369.3478623,0,0
162.0765,583042.3409,508923.4649,505255.6814,356673.5365,561472.6104,542221.8101,346280.8145,503607.7566,515445.5025,542105.87,242189.7012,420436.0509
185.0425,7660.655425,7849.418746,8303.966975,6541.982313,8163.290593,7486.282054,5149.879985,7529.825936,7548.457111,7624.594207,4149.874426,5613.47266
170.0657,4463.757536,8153.105907,9035.294197,6155.060494,5091.235974,5218.657196,1305.193711,3844.563661,2045.719786,13802.3218,6163.775876,12172.66439
683.4845,11445.13833,8921.101968,6229.793083,7627.860317,7281.859947,7961.430205,6415.557818,6293.930156,5759.5012,9662.09367,3182.106148,5120.165405
431.3293,8911.388982,3781.081806,4822.203706,5766.585216,6529.811964,3405.826845,5275.670435,4798.475226,4737.929375,5543.675682,3031.117913,4567.943322
215.1395,7152.07275,6586.458994,6787.941962,4741.723743,7931.776821,6853.53177,3552.073288,5313.09617,5370.193773,6607.988072,3428.162986,5565.369568
181.0736,2258.726793,1495.609743,1753.134624,876.6372559,2000.222864,2404.511223,471.1346204,1669.73452,1541.727196,1606.712027,795.0616509,1046.583799
164.0569,3353.326261,2538.944852,2435.169329,2920.338501,4352.406656,3705.993213,1605.557354,3469.507621,2189.262034,2844.378304,1491.10047,1966.179027
212.0783,1486.977288,505.1118053,667.881373,455.1620125,1414.12345,1549.362106,139.7719552,937.0157925,358.6602941,777.6293125,296.4087982,732.9066673
346.0555,1991.667766,2194.743314,2170.747951,1612.701426,2893.03837,2143.447204,1079.827695,2540.109333,1613.305064,1172.490614,337.8484498,1702.81747
180.1366,3779.190419,3234.429204,3464.17436,2043.532104,2827.734761,4767.975211,1108.015596,3031.964539,2338.046626,3635.231478,1784.233856,3476.431283
482.1452,11516.34272,0,0,0,0,0,12136.41085,0,13281.0261,0,0,0
162.0778,101.7919354,0,0,0,82.72978047,87.04651053,161.0444437,71.18012872,195.7775983,0,0,0
166.0727,4540.202355,3880.026391,4102.605044,3636.597765,4308.674795,4595.828592,2847.947349,4189.30119,3107.903247,4219.185517,2275.972891,4133.405678
314.0923,550.0065016,501.2744591,474.1169035,1044.368124,708.5042877,453.0763715,0,331.5386139,625.0723271,468.5105449,515.796775,827.911202
269.1079,3220.901407,6041.548089,6314.921235,5063.590799,4003.717986,4090.203046,2607.910016,2798.230795,2803.167722,7130.490896,4908.573289,7678.174445
657.469,7977.450945,10430.32514,7638.667993,10326.69281,8548.717139,7316.785949,5360.36484,8315.709969,4743.248811,11498.1982,3450.532139,9031.790886
583.4134,3321.185499,2422.536085,2252.813339,1848.863027,2438.12028,3081.665236,0,3255.256493,2868.768042,3314.937041,0,3087.359495
316.1374,16949.22351,0,0,0,21121.06478,4483.13999,6536.871133,9133.411166,8260.805835,0,0,0
169.0975,1784.23109,0,0,181.9244238,559.7162075,0,2839.562479,470.5311673,2943.070155,96.22917402,94.90872459,0
294.1818,0,533.5936418,582.7705998,362.9233791,458.3935418,532.994162,203.216867,473.5863067,0,412.1468884,162.8093602,532.4836883
230.1392,19542.9832,0,0,0,26034.90541,6061.64886,8718.428889,12711.70703,9965.521924,0,0,0
174.0765,23962.11384,18817.10293,20597.2693,14435.7771,24281.36137,23737.18478,13572.81518,17986.71845,18833.78137,22966.54271,10784.62313,14809.70346
180.1023,1607.217236,111.7638762,129.3522477,1857.842276,942.186211,249.8694063,1910.515259,804.0471914,1565.699401,573.1904615,2097.150961,517.8206197
213.1239,13066.95479,115.6818237,279.7962712,900.8581021,1484.353891,0,20483.23229,1427.309334,16983.891,104.3485917,664.6728303,0
388.1105,82601.69814,0,0,0,75356.75372,38469.69386,26334.93207,30851.73934,46778.40409,0,0,0
187.054,13300.28354,0,118.6232238,1102.692875,4587.336601,1992.33877,3066.679482,1663.548277,11495.37373,0,428.9339555,67.40859353
193.1088,3455.884634,768.2973358,1033.302828,2048.849903,1085.906687,1058.887748,1464.938325,1725.244874,1688.347452,1460.158889,1120.09035,842.0738295
217.1552,1812.604265,1922.866511,1993.75945,1479.212642,2169.696009,2405.31181,960.4816179,2114.448161,1384.259496,2380.136584,1167.091184,1693.630573
139.0868,1163.042187,0,0,0,396.048688,504.643109,510.9415121,170.1816198,869.1098276,0,0,0
175.1081,11221.1905,9427.918967,10866.81157,7999.802593,11707.28616,11325.21957,5907.978952,9589.855024,8468.251062,11066.02799,5476.499505,8911.304957
246.0654,1893.73784,1730.28782,2019.696606,1383.855503,1944.235933,1832.914568,1026.380613,1676.536409,1584.39589,1511.789362,787.7342229,1066.256867
260.0812,1656.244552,2073.714266,2117.061479,1665.260695,1789.189477,1994.901745,1281.733219,2106.03402,1808.538967,1787.600924,678.4741662,1599.340791
145.1056,504.8380594,298.7820332,515.6528744,372.9516054,529.1223751,378.1402982,308.7813222,405.0324252,476.3892495,348.3037798,145.7677537,111.0155804
191.1111,6078.906423,5426.094259,6535.101528,5105.822464,6872.128439,6150.114734,4180.494013,5886.881691,5621.18453,5756.397676,2591.287425,4315.976325
84.081,1495.742432,1331.960846,1289.919832,1213.164484,1516.716571,1701.085778,1166.885695,1288.68384,1342.641815,1308.93251,819.4961607,1227.501956
274.0603,4365.342104,5484.603441,5331.0057,4328.353918,5345.321965,4746.046892,3186.138446,4768.149861,5377.484406,4724.88864,1953.806038,3082.61972
394.1287,39480.16079,363.2680261,451.1814989,969.3543102,31222.33454,7274.29221,10414.93293,17718.18734,22149.30428,428.1383194,468.6780616,647.0894809
563.4566,18666.80091,14021.5903,9741.880532,12228.27483,13021.93356,15589.07772,10460.65459,14050.53986,11850.20919,14821.30838,7982.605599,13791.44924
148.0971,2104.418214,2248.335474,2189.315764,1912.843754,2195.594966,2282.754748,1687.643908,2112.573694,2224.195619,2127.075954,1296.23523,1668.608777
215.0531,464.8892271,210.4372225,553.603276,283.5094051,675.7104388,325.3354571,492.1992859,244.4946565,436.8188305,383.7277127,397.0051737,246.9864276
144.1022,8841.266271,8520.707166,9536.529332,8514.649563,9298.436852,9580.68412,6467.892032,8672.25256,8529.75864,8546.472545,4494.102638,6335.34983
298.142,505.5451828,0,0,0,0,0,218.9004358,231.2185128,284.4061813,0,0,0
240.5961,254.9733814,0,0,0,1127.809318,2830.335075,0,975.0831173,0,0,0,0
256.1773,0,0,112.5364157,132.7380436,171.2061081,0,0,0,0,0,0,0
379.3365,3036.17372,3187.172362,2143.410913,2572.367686,4466.509213,3482.610743,2461.730779,5963.217507,1851.91548,3848.250268,399.3976451,2120.919817
125.1076,394.4865778,0,0,0,753.5845573,0,638.9546348,211.1059943,611.6673007,0,0,0
294.1817,1357.414186,2017.655427,1978.229788,1103.390906,1734.699024,2289.061981,863.8149887,1435.660151,915.5067661,1443.681393,820.9265391,1975.397368
119.0732,1514.508532,1359.553215,1224.80209,925.9379363,1833.453706,1695.720585,930.1224103,1162.964926,1522.538421,1482.990445,857.6249619,1327.575829
165.9707,4615.80655,6252.71469,1105.445025,4346.042898,2221.921054,2142.707241,1019.450642,3238.562071,4612.845805,3024.729222,1112.006124,3221.668176
121.0843,53339.83353,39032.15578,42506.18949,31874.2023,54814.03826,56099.55766,23844.18184,34541.02254,42470.70813,56958.97247,26845.41803,41061.91604
381.3522,6207.005368,4218.699319,2431.519981,2902.622385,6966.874202,4987.881321,3976.80378,7811.989023,3844.80352,7005.688537,910.2456534,3550.408787
175.1193,6173532.774,4990696.191,5179377.487,4299074.075,6015520.987,6821626.59,3184149.041,5530081.885,4059342.365,5475990.472,3813513.606,5647800.964
237.0875,4281.879774,3152.773647,3132.447267,2213.850237,4387.184719,3480.715424,1419.838593,3309.339285,3021.876429,4039.957126,1921.371275,14946.66837
181.0975,7491.198759,1284.54225,1411.021974,3329.927609,2745.00999,1890.124081,6378.738931,3019.574885,7485.464027,1399.610327,2863.278274,1061.929419
626.7283,7043.624714,4368.563646,4001.680459,2274.022282,5894.655942,4586.003909,4752.786597,887.7967955,2359.76093,5201.304595,3818.885132,4060.979432
195.1109,1422.225511,1579.892979,1723.274458,1762.127267,1419.063253,1350.560194,1111.550164,1447.944663,1526.169461,1523.984873,500.9251718,977.7378933
406.2503,1240.615241,738.7287234,480.4473128,686.0634903,1140.009524,924.909649,863.8059714,431.7750048,0,1794.255687,0,805.5640902
183.1132,484.5694523,135.9653879,0,345.3337224,599.199017,0,507.7899227,501.3417129,326.1798872,238.7958804,151.3941238,0
250.6455,1674.189741,1046.871543,1517.167382,968.2251663,1576.615158,2154.236678,451.8619697,1009.141351,787.4140802,1729.052653,723.758835,953.8723211
535.4345,228489.7895,166089.2202,148415.217,152813.3029,209224.4904,184776.801,154847.4098,157326.3443,157495.3104,189658.9562,125102.9541,160957.1189
182.118,0,0,0,0,0,77.30362886,0,0,79.10637324,0,0,0
537.4408,8773.295661,4265.275128,6574.295941,5018.046217,8652.12571,6657.64105,4555.127038,6183.625598,4369.675831,7574.772266,4169.032331,6031.448306
184.0737,20360.13376,12489.54333,16313.77163,11352.24564,20457.43772,22758.49387,11630.08372,17104.08279,16889.05103,16400.18408,8612.936593,15314.06287
550.1198,5309.213645,1468.15406,2745.935492,2126.067114,3766.354252,5419.656298,1391.58169,2455.989793,2082.591455,3564.811638,2280.879459,3812.626609
215.0167,3588.034806,3271.150089,3010.072947,2842.240213,3736.393582,4393.958319,2349.379828,3938.675635,2605.68705,3318.398444,1649.161803,3026.546921
187.1445,1580.803998,2009.298671,1760.74464,1462.302447,1229.186308,2432.445186,471.9106397,1745.161844,593.0385111,1579.076465,704.2787786,1866.08764
376.1721,2047.338706,2163.199227,1998.837975,2091.959842,1814.181094,2721.179351,347.7738882,1906.51162,1507.493923,2763.80438,1192.13545,2260.090142
378.1338,1752.796207,2185.527862,1476.718908,1033.702505,1705.441971,1658.39838,919.0484138,2358.137185,1434.439289,2155.262653,3293.083068,4906.389858
629.4377,5598.080409,3066.327939,1844.206395,3392.295727,4109.067504,1426.88737,1832.965156,4279.024992,1092.825221,3132.043771,1204.82189,3185.453141
167.0899,223105.8072,167605.4283,184820.5233,128458.3936,222389.7694,231351.9024,102784.9004,151184.7247,168300.6688,233176.4502,113598.0016,177006.4548
214.6349,1328.561884,1692.688744,2227.41111,931.3549642,2011.284912,1718.167752,641.4029311,1919.18362,1085.579245,1879.1206,1003.105829,1227.656852
187.6239,4123.001919,4539.589361,4899.885239,3025.801406,5797.50368,6478.953222,1961.388899,4799.943713,2860.536561,4886.293864,1895.148854,3853.122336
610.5416,0,1983.665562,0,1012.664083,795.9555527,864.6590341,0,834.8054587,0,788.8921834,0,620.6239291
137.1076,2797.205506,0,0,0,1522.744374,60.69266158,1423.577504,340.2304478,1711.683355,0,108.688157,0
144.1386,318.9386302,227.2646459,275.1920755,241.374209,148.3382915,204.8253977,259.6192792,237.0675349,270.5857965,133.9186907,471.4464127,172.6713505
