rxnID	coefficient	Metabolite standard name	Metabolite_type	compartment
Ala-Leu transport via proton symport (cytosol to vacuole)	1	H+	reactant	cytoplasm
Ala-Leu transport via proton symport (cytosol to vacuole)	1	Ala-Leu	reactant	cytoplasm
Ala-Leu transport via proton symport (cytosol to vacuole)	1	H+	product	vacuole
Ala-Leu transport via proton symport (cytosol to vacuole)	1	Ala-Leu	product	vacuole
MNXR137133	1	Ala-Gly	reactant	extracellular
MNXR137133	1	H+	reactant	extracellular
MNXR137133	1	H+	product	cytoplasm
MNXR137133	1	Ala-Gly	product	cytoplasm
MNXR137133_cv	1	H+	reactant	cytoplasm
MNXR137133_cv	1	Ala-Gly	reactant	cytoplasm
MNXR137133_cv	1	H+	product	vacuole
MNXR137133_cv	1	Ala-Gly	product	vacuole
N-acetyl-L-glutamate transport	1	N-acetyl-L-glutamate	reactant	extracellular
N-acetyl-L-glutamate transport	1	N-acetyl-L-glutamate	product	cytoplasm
N-acetyl-L-glutamate transport, mitochondrion	1	N-acetyl-L-glutamate	reactant	cytoplasm
N-acetyl-L-glutamate transport, mitochondrion	1	N-acetyl-L-glutamate	product	mitochondrion
MNXR137094	1	lipoamide	reactant	extracellular
MNXR137094	1	H+	reactant	extracellular
MNXR137094	1	H+	product	cytoplasm
MNXR137094	1	lipoamide	product	cytoplasm
MNXR101483	1	L-Methionine S-oxide	reactant	extracellular
MNXR101483	1	L-Methionine S-oxide	product	cytoplasm
Hydrogen sulfide oxidation	1	hydrogen sulfide	reactant	cytoplasm
Hydrogen sulfide oxidation	2	oxygen	reactant	cytoplasm
Hydrogen sulfide oxidation	1	H+	product	cytoplasm
Hydrogen sulfide oxidation	1	sulphate	product	cytoplasm
MNXR95704	1	H+	reactant	cytoplasm
MNXR95704	1	L-alanine	reactant	cytoplasm
MNXR95704	1	L-alanine	product	vacuole
MNXR95704	1	H+	product	vacuole
MNXR100368	1	H+	reactant	cytoplasm
MNXR100368	1	L-glycine	reactant	cytoplasm
MNXR100368	1	L-glycine	product	vacuole
MNXR100368	1	H+	product	vacuole
MNXR104382	1	O-succinyl-L-homoserine	reactant	cytoplasm
MNXR104382	1	hydrogen sulfide	reactant	cytoplasm
MNXR104382	1	L-homocysteine	product	cytoplasm
MNXR104382	1	succinate	product	cytoplasm
MNXR94843	1	oxygen	reactant	cytoplasm
MNXR94843	1	3-(4-hydroxyphenyl)pyruvate	reactant	cytoplasm
MNXR94843	1	homogentisate	product	cytoplasm
MNXR94843	1	carbon dioxide	product	cytoplasm
MNXR100628	1	homogentisate	reactant	cytoplasm
MNXR100628	1	oxygen	reactant	cytoplasm
MNXR100628	1	4-maleylacetoacetate	product	cytoplasm
MNXR100628	1	H+	product	cytoplasm
MNXR101325	1	4-maleylacetoacetate	reactant	cytoplasm
MNXR101325	1	4-fumarylacetoacetate	product	cytoplasm
MNXR99706	1	4-fumarylacetoacetate	reactant	cytoplasm
MNXR99706	1	H2O	reactant	cytoplasm
MNXR99706	1	fumarate	product	cytoplasm
MNXR99706	1	acetoacetate	product	cytoplasm
MNXR99706	1	H+	product	cytoplasm
MNXR95187	1	L-arabinitol	reactant	cytoplasm
MNXR95187	1	NAD	reactant	cytoplasm
MNXR95187	1	H+	product	cytoplasm
MNXR95187	1	NADH	product	cytoplasm
MNXR95187	1	L-xylulose	product	cytoplasm
MNXR105265	1	L-xylulose	reactant	cytoplasm
MNXR105265	1	NADPH	reactant	cytoplasm
MNXR105265	1	H+	reactant	cytoplasm
MNXR105265	1	xylitol	product	cytoplasm
MNXR105265	1	NADP(+)	product	cytoplasm
arabinose reductase (D-arabinose)	1	D-arabinose	reactant	cytoplasm
arabinose reductase (D-arabinose)	1	NADPH	reactant	cytoplasm
arabinose reductase (D-arabinose)	1	H+	reactant	cytoplasm
arabinose reductase (D-arabinose)	1	D-arabinitol	product	cytoplasm
arabinose reductase (D-arabinose)	1	NADP(+)	product	cytoplasm
MNXR95188	1	D-arabinitol	reactant	cytoplasm
MNXR95188	1	NAD	reactant	cytoplasm
MNXR95188	1	H+	product	cytoplasm
MNXR95188	1	NADH	product	cytoplasm
MNXR95188	1	D-xylulose	product	cytoplasm
MNXR118733	1	adenosine 2'-phosphate	reactant	cytoplasm
MNXR118733	1	H2O	reactant	cytoplasm
MNXR118733	1	adenosine	product	cytoplasm
MNXR118733	1	phosphate	product	cytoplasm
